Compound,Volume,FundingRate,Bitcoin_SVI,Cryptocurrency_SVI,No. of Active Addresses,No. of Unique Addresses,Transactions,Compound_lag_1,Volume_lag_1,FundingRate_lag_1,Bitcoin_SVI_lag_1,Cryptocurrency_SVI_lag_1,No. of Active Addresses_lag_1,No. of Unique Addresses_lag_1,Transactions_lag_1,Compound_lag_2,Volume_lag_2,FundingRate_lag_2,Bitcoin_SVI_lag_2,Cryptocurrency_SVI_lag_2,No. of Active Addresses_lag_2,No. of Unique Addresses_lag_2,Transactions_lag_2,Compound_lag_3,Volume_lag_3,FundingRate_lag_3,Bitcoin_SVI_lag_3,Cryptocurrency_SVI_lag_3,No. of Active Addresses_lag_3,No. of Unique Addresses_lag_3,Transactions_lag_3,Compound_lag_4,Volume_lag_4,FundingRate_lag_4,Bitcoin_SVI_lag_4,Cryptocurrency_SVI_lag_4,No. of Active Addresses_lag_4,No. of Unique Addresses_lag_4,Transactions_lag_4,Compound_lag_5,Volume_lag_5,FundingRate_lag_5,Bitcoin_SVI_lag_5,Cryptocurrency_SVI_lag_5,No. of Active Addresses_lag_5,No. of Unique Addresses_lag_5,Transactions_lag_5
0.5253185358209512,0.4736604236206894,0.3131749460043191,0.13781666497100414,0.24919775371038905,0.5487074356782883,0.5393637914374518,0.5026394422310757,0.5276495156301919,0.469431278768766,0.3023758099352044,0.13889510631803845,0.23333333333333334,0.503313194423978,0.4979136070772011,0.4681246030371268,0.5349885744958208,0.48006232847980446,0.3023758099352044,0.1449994913012514,0.2196750902527076,0.46670879137072296,0.48251036917398943,0.4476867890755817,0.5320525138665235,0.5351284138174875,0.28077753779697556,0.16485909044663746,0.2078018451664661,0.4416018390262592,0.46636341120533586,0.4285640048501646,0.5211508447716178,0.4807862590978676,0.3023758099352047,0.16113541560687755,0.1982551143200963,0.4130129969644278,0.43852588543501697,0.41438665627345694,0.5296359994346638,0.46584965913129794,0.26997840172786153,0.1693152914843829,0.2018451664661051,0.4408025699213109,0.46079213861379237,0.4498253363358161
