Compound,Volume,FundingRate,Bitcoin_SVI,Cryptocurrency_SVI,No. of Active Addresses,No. of Unique Addresses,Transactions,Compound_lag_1,Volume_lag_1,FundingRate_lag_1,Bitcoin_SVI_lag_1,Cryptocurrency_SVI_lag_1,No. of Active Addresses_lag_1,No. of Unique Addresses_lag_1,Transactions_lag_1,Compound_lag_2,Volume_lag_2,FundingRate_lag_2,Bitcoin_SVI_lag_2,Cryptocurrency_SVI_lag_2,No. of Active Addresses_lag_2,No. of Unique Addresses_lag_2,Transactions_lag_2,Compound_lag_3,Volume_lag_3,FundingRate_lag_3,Bitcoin_SVI_lag_3,Cryptocurrency_SVI_lag_3,No. of Active Addresses_lag_3,No. of Unique Addresses_lag_3,Transactions_lag_3,Compound_lag_4,Volume_lag_4,FundingRate_lag_4,Bitcoin_SVI_lag_4,Cryptocurrency_SVI_lag_4,No. of Active Addresses_lag_4,No. of Unique Addresses_lag_4,Transactions_lag_4,Compound_lag_5,Volume_lag_5,FundingRate_lag_5,Bitcoin_SVI_lag_5,Cryptocurrency_SVI_lag_5,No. of Active Addresses_lag_5,No. of Unique Addresses_lag_5,Transactions_lag_5
0.7034734398918511,0.48231001023664744,0.43196544276457916,0.129718180893275,0.22302446851183313,0.5351389584745513,0.4140099837093213,0.33803553900340666,0.7034734398918511,0.37571811362020513,0.43196544276457916,0.129718180893275,0.22964300040112315,0.40813769119684074,0.3893611751614242,0.32260450949823893,0.9001073537305422,0.41462546989783844,0.43196544276457916,0.14650523959711056,0.25621740874448456,0.48970322124311105,0.457881444323902,0.3829356487095098,0.8149758454106281,0.41453161525917237,0.37796976241900676,0.17173669752772405,0.2694544725230646,0.5310247266511451,0.4559994697680584,0.3933685547664415,0.7348899624261944,0.44326643332742915,0.16198704103671718,0.21792654390070196,0.29602888086642604,0.5394677433615279,0.46075237121817303,0.397377879785207,0.6843531937734837,0.5766863560406531,0.26997840172786197,0.23898667209278662,0.3823706377858002,0.5172838996787598,0.30777871188521877,0.2514579363704602
0.6384326355340848,0.4957363446440248,0.43196544276457916,0.129718180893275,0.22302446851183313,0.4067619580914209,0.27599793488612223,0.26593625498007967,0.7034734398918511,0.48231001023664744,0.43196544276457916,0.129718180893275,0.22302446851183313,0.5351389584745513,0.4140099837093213,0.33803553900340666,0.7034734398918511,0.37571811362020513,0.43196544276457916,0.129718180893275,0.22964300040112315,0.40813769119684074,0.3893611751614242,0.32260450949823893,0.9001073537305422,0.41462546989783844,0.43196544276457916,0.14650523959711056,0.25621740874448456,0.48970322124311105,0.457881444323902,0.3829356487095098,0.8149758454106281,0.41453161525917237,0.37796976241900676,0.17173669752772405,0.2694544725230646,0.5310247266511451,0.4559994697680584,0.3933685547664415,0.7348899624261944,0.44326643332742915,0.16198704103671718,0.21792654390070196,0.29602888086642604,0.5394677433615279,0.46075237121817303,0.397377879785207
0.7034734398918511,0.3068483775866804,0.43196544276457916,0.17305931427408686,0.2705575611712796,0.5566873950075152,0.16922422183230024,0.1990407933483458,0.6384326355340848,0.4957363446440248,0.43196544276457916,0.129718180893275,0.22302446851183313,0.4067619580914209,0.27599793488612223,0.26593625498007967,0.7034734398918511,0.48231001023664744,0.43196544276457916,0.129718180893275,0.22302446851183313,0.5351389584745513,0.4140099837093213,0.33803553900340666,0.7034734398918511,0.37571811362020513,0.43196544276457916,0.129718180893275,0.22964300040112315,0.40813769119684074,0.3893611751614242,0.32260450949823893,0.9001073537305422,0.41462546989783844,0.43196544276457916,0.14650523959711056,0.25621740874448456,0.48970322124311105,0.457881444323902,0.3829356487095098,0.8149758454106281,0.41453161525917237,0.37796976241900676,0.17173669752772405,0.2694544725230646,0.5310247266511451,0.4559994697680584,0.3933685547664415
0.7034734398918511,0.34154223848331655,0.43196544276457916,0.16726014854003457,0.24408343361411955,0.5418950222510389,0.38414780913045454,0.36747574917720416,0.7034734398918511,0.3068483775866804,0.43196544276457916,0.17305931427408686,0.2705575611712796,0.5566873950075152,0.16922422183230024,0.1990407933483458,0.6384326355340848,0.4957363446440248,0.43196544276457916,0.129718180893275,0.22302446851183313,0.4067619580914209,0.27599793488612223,0.26593625498007967,0.7034734398918511,0.48231001023664744,0.43196544276457916,0.129718180893275,0.22302446851183313,0.5351389584745513,0.4140099837093213,0.33803553900340666,0.7034734398918511,0.37571811362020513,0.43196544276457916,0.129718180893275,0.22964300040112315,0.40813769119684074,0.3893611751614242,0.32260450949823893,0.9001073537305422,0.41462546989783844,0.43196544276457916,0.14650523959711056,0.25621740874448456,0.48970322124311105,0.457881444323902,0.3829356487095098
0.6561124530327429,0.32027812938875705,0.43196544276457916,0.1615627225557025,0.2529081427998396,0.46698535262739094,0.41152277729909625,0.39667778162711476,0.7034734398918511,0.34154223848331655,0.43196544276457916,0.16726014854003457,0.24408343361411955,0.5418950222510389,0.38414780913045454,0.36747574917720416,0.7034734398918511,0.3068483775866804,0.43196544276457916,0.17305931427408686,0.2705575611712796,0.5566873950075152,0.16922422183230024,0.1990407933483458,0.6384326355340848,0.4957363446440248,0.43196544276457916,0.129718180893275,0.22302446851183313,0.4067619580914209,0.27599793488612223,0.26593625498007967,0.7034734398918511,0.48231001023664744,0.43196544276457916,0.129718180893275,0.22302446851183313,0.5351389584745513,0.4140099837093213,0.33803553900340666,0.7034734398918511,0.37571811362020513,0.43196544276457916,0.129718180893275,0.22964300040112315,0.40813769119684074,0.3893611751614242,0.32260450949823893
0.6561124530327429,0.25609082494748403,0.43196544276457916,0.1557635568216502,0.26173285198555957,0.6747646694762902,0.49672442241346226,0.45451888099774806,0.6561124530327429,0.32027812938875705,0.43196544276457916,0.1615627225557025,0.2529081427998396,0.46698535262739094,0.41152277729909625,0.39667778162711476,0.7034734398918511,0.34154223848331655,0.43196544276457916,0.16726014854003457,0.24408343361411955,0.5418950222510389,0.38414780913045454,0.36747574917720416,0.7034734398918511,0.3068483775866804,0.43196544276457916,0.17305931427408686,0.2705575611712796,0.5566873950075152,0.16922422183230024,0.1990407933483458,0.6384326355340848,0.4957363446440248,0.43196544276457916,0.129718180893275,0.22302446851183313,0.4067619580914209,0.27599793488612223,0.26593625498007967,0.7034734398918511,0.48231001023664744,0.43196544276457916,0.129718180893275,0.22302446851183313,0.5351389584745513,0.4140099837093213,0.33803553900340666
0.6561124530327429,0.2618608485827385,0.43196544276457916,0.1557635568216502,0.26173285198555957,0.5861955144263359,0.5467371549567966,0.47267812806744036,0.6561124530327429,0.25609082494748403,0.43196544276457916,0.1557635568216502,0.26173285198555957,0.6747646694762902,0.49672442241346226,0.45451888099774806,0.6561124530327429,0.32027812938875705,0.43196544276457916,0.1615627225557025,0.2529081427998396,0.46698535262739094,0.41152277729909625,0.39667778162711476,0.7034734398918511,0.34154223848331655,0.43196544276457916,0.16726014854003457,0.24408343361411955,0.5418950222510389,0.38414780913045454,0.36747574917720416,0.7034734398918511,0.3068483775866804,0.43196544276457916,0.17305931427408686,0.2705575611712796,0.5566873950075152,0.16922422183230024,0.1990407933483458,0.6384326355340848,0.4957363446440248,0.43196544276457916,0.129718180893275,0.22302446851183313,0.4067619580914209,0.27599793488612223,0.26593625498007967
0.53467525496511,0.3465032128131626,0.4859611231101516,0.17885848000813914,0.2529081427998396,0.4589313607026023,0.44244890412918136,0.40429586003810847,0.6561124530327429,0.2618608485827385,0.43196544276457916,0.1557635568216502,0.26173285198555957,0.5861955144263359,0.5467371549567966,0.47267812806744036,0.6561124530327429,0.25609082494748403,0.43196544276457916,0.1557635568216502,0.26173285198555957,0.6747646694762902,0.49672442241346226,0.45451888099774806,0.6561124530327429,0.32027812938875705,0.43196544276457916,0.1615627225557025,0.2529081427998396,0.46698535262739094,0.41152277729909625,0.39667778162711476,0.7034734398918511,0.34154223848331655,0.43196544276457916,0.16726014854003457,0.24408343361411955,0.5418950222510389,0.38414780913045454,0.36747574917720416,0.7034734398918511,0.3068483775866804,0.43196544276457916,0.17305931427408686,0.2705575611712796,0.5566873950075152,0.16922422183230024,0.1990407933483458
0.28566827697262476,0.3026983347645506,0.43196544276457916,0.1557635568216502,0.2529081427998396,0.28816126845657364,0.2769345617039981,0.25239621225243947,0.53467525496511,0.3465032128131626,0.4859611231101516,0.17885848000813914,0.2529081427998396,0.4589313607026023,0.44244890412918136,0.40429586003810847,0.6561124530327429,0.2618608485827385,0.43196544276457916,0.1557635568216502,0.26173285198555957,0.5861955144263359,0.5467371549567966,0.47267812806744036,0.6561124530327429,0.25609082494748403,0.43196544276457916,0.1557635568216502,0.26173285198555957,0.6747646694762902,0.49672442241346226,0.45451888099774806,0.6561124530327429,0.32027812938875705,0.43196544276457916,0.1615627225557025,0.2529081427998396,0.46698535262739094,0.41152277729909625,0.39667778162711476,0.7034734398918511,0.34154223848331655,0.43196544276457916,0.16726014854003457,0.24408343361411955,0.5418950222510389,0.38414780913045454,0.36747574917720416
0.6561124530327429,0.20977241718387032,0.43196544276457916,0.1767219452640146,0.24568792619334137,0.2581179452418143,0.1545329598453956,0.218925024539523,0.28566827697262476,0.3026983347645506,0.43196544276457916,0.1557635568216502,0.2529081427998396,0.28816126845657364,0.2769345617039981,0.25239621225243947,0.53467525496511,0.3465032128131626,0.4859611231101516,0.17885848000813914,0.2529081427998396,0.4589313607026023,0.44244890412918136,0.40429586003810847,0.6561124530327429,0.2618608485827385,0.43196544276457916,0.1557635568216502,0.26173285198555957,0.5861955144263359,0.5467371549567966,0.47267812806744036,0.6561124530327429,0.25609082494748403,0.43196544276457916,0.1557635568216502,0.26173285198555957,0.6747646694762902,0.49672442241346226,0.45451888099774806,0.6561124530327429,0.32027812938875705,0.43196544276457916,0.1615627225557025,0.2529081427998396,0.46698535262739094,0.41152277729909625,0.39667778162711476
0.6561124530327429,0.27076963381254093,0.43196544276457916,0.16461491504730896,0.25491375852386683,0.4626247384397749,0.4119989395361169,0.39999061724118024,0.6561124530327429,0.20977241718387032,0.43196544276457916,0.1767219452640146,0.24568792619334137,0.2581179452418143,0.1545329598453956,0.218925024539523,0.28566827697262476,0.3026983347645506,0.43196544276457916,0.1557635568216502,0.2529081427998396,0.28816126845657364,0.2769345617039981,0.25239621225243947,0.53467525496511,0.3465032128131626,0.4859611231101516,0.17885848000813914,0.2529081427998396,0.4589313607026023,0.44244890412918136,0.40429586003810847,0.6561124530327429,0.2618608485827385,0.43196544276457916,0.1557635568216502,0.26173285198555957,0.5861955144263359,0.5467371549567966,0.47267812806744036,0.6561124530327429,0.25609082494748403,0.43196544276457916,0.1557635568216502,0.26173285198555957,0.6747646694762902,0.49672442241346226,0.45451888099774806
0.6561124530327429,0.411179486408788,0.37796976241900676,0.23135619086377043,0.2917168070597674,0.5665792343284902,0.48335699609651617,0.44122784225417166,0.6561124530327429,0.27076963381254093,0.43196544276457916,0.16461491504730896,0.25491375852386683,0.4626247384397749,0.4119989395361169,0.39999061724118024,0.6561124530327429,0.20977241718387032,0.43196544276457916,0.1767219452640146,0.24568792619334137,0.2581179452418143,0.1545329598453956,0.218925024539523,0.28566827697262476,0.3026983347645506,0.43196544276457916,0.1557635568216502,0.2529081427998396,0.28816126845657364,0.2769345617039981,0.25239621225243947,0.53467525496511,0.3465032128131626,0.4859611231101516,0.17885848000813914,0.2529081427998396,0.4589313607026023,0.44244890412918136,0.40429586003810847,0.6561124530327429,0.2618608485827385,0.43196544276457916,0.1557635568216502,0.26173285198555957,0.5861955144263359,0.5467371549567966,0.47267812806744036
0.6561124530327429,0.39315938424122526,0.32397408207343437,0.2070403906806389,0.22733654231849176,0.3525543013763226,0.35356877492002925,0.3113307639009181,0.6561124530327429,0.411179486408788,0.37796976241900676,0.23135619086377043,0.2917168070597674,0.5665792343284902,0.48335699609651617,0.44122784225417166,0.6561124530327429,0.27076963381254093,0.43196544276457916,0.16461491504730896,0.25491375852386683,0.4626247384397749,0.4119989395361169,0.39999061724118024,0.6561124530327429,0.20977241718387032,0.43196544276457916,0.1767219452640146,0.24568792619334137,0.2581179452418143,0.1545329598453956,0.218925024539523,0.28566827697262476,0.3026983347645506,0.43196544276457916,0.1557635568216502,0.2529081427998396,0.28816126845657364,0.2769345617039981,0.25239621225243947,0.53467525496511,0.3465032128131626,0.4859611231101516,0.17885848000813914,0.2529081427998396,0.4589313607026023,0.44244890412918136,0.40429586003810847
0.6561124530327429,0.3362335528714227,0.16198704103671718,0.18282633024722758,0.22733654231849176,0.5070042144351773,0.524451715753819,0.46315823661874245,0.6561124530327429,0.39315938424122526,0.32397408207343437,0.2070403906806389,0.22733654231849176,0.3525543013763226,0.35356877492002925,0.3113307639009181,0.6561124530327429,0.411179486408788,0.37796976241900676,0.23135619086377043,0.2917168070597674,0.5665792343284902,0.48335699609651617,0.44122784225417166,0.6561124530327429,0.27076963381254093,0.43196544276457916,0.16461491504730896,0.25491375852386683,0.4626247384397749,0.4119989395361169,0.39999061724118024,0.6561124530327429,0.20977241718387032,0.43196544276457916,0.1767219452640146,0.24568792619334137,0.2581179452418143,0.1545329598453956,0.218925024539523,0.28566827697262476,0.3026983347645506,0.43196544276457916,0.1557635568216502,0.2529081427998396,0.28816126845657364,0.2769345617039981,0.25239621225243947
0.6561124530327429,0.23716748745070496,0.37796976241900676,0.15851053006409602,0.20888487765744082,0.4194759954024344,0.4132687055015053,0.3315073041168659,0.6561124530327429,0.3362335528714227,0.16198704103671718,0.18282633024722758,0.22733654231849176,0.5070042144351773,0.524451715753819,0.46315823661874245,0.6561124530327429,0.39315938424122526,0.32397408207343437,0.2070403906806389,0.22733654231849176,0.3525543013763226,0.35356877492002925,0.3113307639009181,0.6561124530327429,0.411179486408788,0.37796976241900676,0.23135619086377043,0.2917168070597674,0.5665792343284902,0.48335699609651617,0.44122784225417166,0.6561124530327429,0.27076963381254093,0.43196544276457916,0.16461491504730896,0.25491375852386683,0.4626247384397749,0.4119989395361169,0.39999061724118024,0.6561124530327429,0.20977241718387032,0.43196544276457916,0.1767219452640146,0.24568792619334137,0.2581179452418143,0.1545329598453956,0.218925024539523
0.6561124530327429,0.24910437064395455,0.26997840172786197,0.12819208464747175,0.20888487765744082,0.5839992926822081,0.3583652809706036,0.35414140539292105,0.6561124530327429,0.23716748745070496,0.37796976241900676,0.15851053006409602,0.20888487765744082,0.4194759954024344,0.4132687055015053,0.3315073041168659,0.6561124530327429,0.3362335528714227,0.16198704103671718,0.18282633024722758,0.22733654231849176,0.5070042144351773,0.524451715753819,0.46315823661874245,0.6561124530327429,0.39315938424122526,0.32397408207343437,0.2070403906806389,0.22733654231849176,0.3525543013763226,0.35356877492002925,0.3113307639009181,0.6561124530327429,0.411179486408788,0.37796976241900676,0.23135619086377043,0.2917168070597674,0.5665792343284902,0.48335699609651617,0.44122784225417166,0.6561124530327429,0.27076963381254093,0.43196544276457916,0.16461491504730896,0.25491375852386683,0.4626247384397749,0.4119989395361169,0.39999061724118024
0.6561124530327429,0.3329937399137362,0.32397408207343437,0.13277037338488146,0.21460088247091857,0.3320149715599304,0.17689165477714563,0.22539551937178814,0.6561124530327429,0.24910437064395455,0.26997840172786197,0.12819208464747175,0.20888487765744082,0.5839992926822081,0.3583652809706036,0.35414140539292105,0.6561124530327429,0.23716748745070496,0.37796976241900676,0.15851053006409602,0.20888487765744082,0.4194759954024344,0.4132687055015053,0.3315073041168659,0.6561124530327429,0.3362335528714227,0.16198704103671718,0.18282633024722758,0.22733654231849176,0.5070042144351773,0.524451715753819,0.46315823661874245,0.6561124530327429,0.39315938424122526,0.32397408207343437,0.2070403906806389,0.22733654231849176,0.3525543013763226,0.35356877492002925,0.3113307639009181,0.6561124530327429,0.411179486408788,0.37796976241900676,0.23135619086377043,0.2917168070597674,0.5665792343284902,0.48335699609651617,0.44122784225417166
0.9023081052066559,0.4484474598679194,0.32397408207343437,0.17478889001933054,0.22452868030485362,0.535637617517904,0.4284274088053387,0.4250245395230672,0.6561124530327429,0.3329937399137362,0.32397408207343437,0.13277037338488146,0.21460088247091857,0.3320149715599304,0.17689165477714563,0.22539551937178814,0.6561124530327429,0.24910437064395455,0.26997840172786197,0.12819208464747175,0.20888487765744082,0.5839992926822081,0.3583652809706036,0.35414140539292105,0.6561124530327429,0.23716748745070496,0.37796976241900676,0.15851053006409602,0.20888487765744082,0.4194759954024344,0.4132687055015053,0.3315073041168659,0.6561124530327429,0.3362335528714227,0.16198704103671718,0.18282633024722758,0.22733654231849176,0.5070042144351773,0.524451715753819,0.46315823661874245,0.6561124530327429,0.39315938424122526,0.32397408207343437,0.2070403906806389,0.22733654231849176,0.3525543013763226,0.35356877492002925,0.3113307639009181
0.6389157273215245,0.3431103704646621,0.37796976241900676,0.13877301861837418,0.21460088247091857,0.5243995166661756,0.5201331161242836,0.42302168139038054,0.9023081052066559,0.4484474598679194,0.32397408207343437,0.17478889001933054,0.22452868030485362,0.535637617517904,0.4284274088053387,0.4250245395230672,0.6561124530327429,0.3329937399137362,0.32397408207343437,0.13277037338488146,0.21460088247091857,0.3320149715599304,0.17689165477714563,0.22539551937178814,0.6561124530327429,0.24910437064395455,0.26997840172786197,0.12819208464747175,0.20888487765744082,0.5839992926822081,0.3583652809706036,0.35414140539292105,0.6561124530327429,0.23716748745070496,0.37796976241900676,0.15851053006409602,0.20888487765744082,0.4194759954024344,0.4132687055015053,0.3315073041168659,0.6561124530327429,0.3362335528714227,0.16198704103671718,0.18282633024722758,0.22733654231849176,0.5070042144351773,0.524451715753819,0.46315823661874245
0.6561124530327429,0.35774156970913434,0.43196544276457916,0.12676772815138873,0.21460088247091857,0.5147139783678641,0.47522386601876054,0.46299223396269995,0.6389157273215245,0.3431103704646621,0.37796976241900676,0.13877301861837418,0.21460088247091857,0.5243995166661756,0.5201331161242836,0.42302168139038054,0.9023081052066559,0.4484474598679194,0.32397408207343437,0.17478889001933054,0.22452868030485362,0.535637617517904,0.4284274088053387,0.4250245395230672,0.6561124530327429,0.3329937399137362,0.32397408207343437,0.13277037338488146,0.21460088247091857,0.3320149715599304,0.17689165477714563,0.22539551937178814,0.6561124530327429,0.24910437064395455,0.26997840172786197,0.12819208464747175,0.20888487765744082,0.5839992926822081,0.3583652809706036,0.35414140539292105,0.6561124530327429,0.23716748745070496,0.37796976241900676,0.15851053006409602,0.20888487765744082,0.4194759954024344,0.4132687055015053,0.3315073041168659
