Compound,Volume,FundingRate,Bitcoin_SVI,Cryptocurrency_SVI,No. of Active Addresses,No. of Unique Addresses,Transactions,Compound_lag_1,Volume_lag_1,FundingRate_lag_1,Bitcoin_SVI_lag_1,Cryptocurrency_SVI_lag_1,No. of Active Addresses_lag_1,No. of Unique Addresses_lag_1,Transactions_lag_1,Compound_lag_2,Volume_lag_2,FundingRate_lag_2,Bitcoin_SVI_lag_2,Cryptocurrency_SVI_lag_2,No. of Active Addresses_lag_2,No. of Unique Addresses_lag_2,Transactions_lag_2,Compound_lag_3,Volume_lag_3,FundingRate_lag_3,Bitcoin_SVI_lag_3,Cryptocurrency_SVI_lag_3,No. of Active Addresses_lag_3,No. of Unique Addresses_lag_3,Transactions_lag_3,Compound_lag_4,Volume_lag_4,FundingRate_lag_4,Bitcoin_SVI_lag_4,Cryptocurrency_SVI_lag_4,No. of Active Addresses_lag_4,No. of Unique Addresses_lag_4,Transactions_lag_4,Compound_lag_5,Volume_lag_5,FundingRate_lag_5,Bitcoin_SVI_lag_5,Cryptocurrency_SVI_lag_5,No. of Active Addresses_lag_5,No. of Unique Addresses_lag_5,Transactions_lag_5
0.7795625335480408,0.48213347372247534,0.9179265658747309,0.38956150167870585,0.49859606899318093,0.39901682826913454,0.41891811753707275,0.3478044344361684,0.7034734398918511,0.5944713756641633,0.8639308855291583,0.5218231763149862,0.5286803048535901,0.52431699625711,0.5323511251731102,0.4556772908366533,0.7034734398918511,0.5081765523114581,0.7019438444924412,0.34886560179061954,0.5687926193341356,0.534531844036427,0.39294198495118027,0.3420917778162711,0.6995276435856146,0.43501427586258856,0.4859611231101516,0.246718893071523,0.5120336943441638,0.5129103179982907,0.46715003819763,0.3877930307754489,0.5179459652889604,0.31155761499534473,0.809935205183586,0.3187506358734357,0.5208584035298838,0.6460758598331909,0.6510812196730004,0.5103318609619493,0.7034734398918511,0.5725407160234384,0.5939524838012964,0.5268084240512768,0.6273565984757322,0.7892817777253839,0.7461898300118256,0.5479242450487903
0.7034734398918511,0.9675827158488876,0.6479481641468687,1.0,1.0,0.6046718340160916,0.6204969529105199,0.5008191870200358,0.7795625335480408,0.48213347372247534,0.9179265658747309,0.38956150167870585,0.49859606899318093,0.39901682826913454,0.41891811753707275,0.3478044344361684,0.7034734398918511,0.5944713756641633,0.8639308855291583,0.5218231763149862,0.5286803048535901,0.52431699625711,0.5323511251731102,0.4556772908366533,0.7034734398918511,0.5081765523114581,0.7019438444924412,0.34886560179061954,0.5687926193341356,0.534531844036427,0.39294198495118027,0.3420917778162711,0.6995276435856146,0.43501427586258856,0.4859611231101516,0.246718893071523,0.5120336943441638,0.5129103179982907,0.46715003819763,0.3877930307754489,0.5179459652889604,0.31155761499534473,0.809935205183586,0.3187506358734357,0.5208584035298838,0.6460758598331909,0.6510812196730004,0.5103318609619493
0.6789586688137413,0.5857761308453472,0.0,0.786346525587547,0.6089049338146811,0.5015672983407503,0.5506737782863044,0.3731414920030025,0.7034734398918511,0.9675827158488876,0.6479481641468687,1.0,1.0,0.6046718340160916,0.6204969529105199,0.5008191870200358,0.7795625335480408,0.48213347372247534,0.9179265658747309,0.38956150167870585,0.49859606899318093,0.39901682826913454,0.41891811753707275,0.3478044344361684,0.7034734398918511,0.5944713756641633,0.8639308855291583,0.5218231763149862,0.5286803048535901,0.52431699625711,0.5323511251731102,0.4556772908366533,0.7034734398918511,0.5081765523114581,0.7019438444924412,0.34886560179061954,0.5687926193341356,0.534531844036427,0.39294198495118027,0.3420917778162711,0.6995276435856146,0.43501427586258856,0.4859611231101516,0.246718893071523,0.5120336943441638,0.5129103179982907,0.46715003819763,0.3877930307754489
0.47954911433172304,0.5863796257485575,0.37796976241900676,0.5930410011191372,0.5086241476133174,0.5004473785034335,0.552480752929357,0.3670499162769213,0.6789586688137413,0.5857761308453472,0.0,0.786346525587547,0.6089049338146811,0.5015672983407503,0.5506737782863044,0.3731414920030025,0.7034734398918511,0.9675827158488876,0.6479481641468687,1.0,1.0,0.6046718340160916,0.6204969529105199,0.5008191870200358,0.7795625335480408,0.48213347372247534,0.9179265658747309,0.38956150167870585,0.49859606899318093,0.39901682826913454,0.41891811753707275,0.3478044344361684,0.7034734398918511,0.5944713756641633,0.8639308855291583,0.5218231763149862,0.5286803048535901,0.52431699625711,0.5323511251731102,0.4556772908366533,0.7034734398918511,0.5081765523114581,0.7019438444924412,0.34886560179061954,0.5687926193341356,0.534531844036427,0.39294198495118027,0.3420917778162711
0.47954911433172304,0.4369379291811532,0.26997840172786197,0.5014752263709431,0.4685118331327718,0.4720803984556895,0.39160768417711156,0.35784398637334713,0.47954911433172304,0.5863796257485575,0.37796976241900676,0.5930410011191372,0.5086241476133174,0.5004473785034335,0.552480752929357,0.3670499162769213,0.6789586688137413,0.5857761308453472,0.0,0.786346525587547,0.6089049338146811,0.5015672983407503,0.5506737782863044,0.3731414920030025,0.7034734398918511,0.9675827158488876,0.6479481641468687,1.0,1.0,0.6046718340160916,0.6204969529105199,0.5008191870200358,0.7795625335480408,0.48213347372247534,0.9179265658747309,0.38956150167870585,0.49859606899318093,0.39901682826913454,0.41891811753707275,0.3478044344361684,0.7034734398918511,0.5944713756641633,0.8639308855291583,0.5218231763149862,0.5286803048535901,0.52431699625711,0.5323511251731102,0.4556772908366533
0.6843531937734837,0.5766863560406531,0.26997840172786197,0.23898667209278662,0.3823706377858002,0.5172838996787598,0.30777871188521877,0.2514579363704602,0.47954911433172304,0.4369379291811532,0.26997840172786197,0.5014752263709431,0.4685118331327718,0.4720803984556895,0.39160768417711156,0.35784398637334713,0.47954911433172304,0.5863796257485575,0.37796976241900676,0.5930410011191372,0.5086241476133174,0.5004473785034335,0.552480752929357,0.3670499162769213,0.6789586688137413,0.5857761308453472,0.0,0.786346525587547,0.6089049338146811,0.5015672983407503,0.5506737782863044,0.3731414920030025,0.7034734398918511,0.9675827158488876,0.6479481641468687,1.0,1.0,0.6046718340160916,0.6204969529105199,0.5008191870200358,0.7795625335480408,0.48213347372247534,0.9179265658747309,0.38956150167870585,0.49859606899318093,0.39901682826913454,0.41891811753707275,0.3478044344361684
0.7348899624261944,0.44326643332742915,0.16198704103671718,0.21792654390070196,0.29602888086642604,0.5394677433615279,0.46075237121817303,0.397377879785207,0.6843531937734837,0.5766863560406531,0.26997840172786197,0.23898667209278662,0.3823706377858002,0.5172838996787598,0.30777871188521877,0.2514579363704602,0.47954911433172304,0.4369379291811532,0.26997840172786197,0.5014752263709431,0.4685118331327718,0.4720803984556895,0.39160768417711156,0.35784398637334713,0.47954911433172304,0.5863796257485575,0.37796976241900676,0.5930410011191372,0.5086241476133174,0.5004473785034335,0.552480752929357,0.3670499162769213,0.6789586688137413,0.5857761308453472,0.0,0.786346525587547,0.6089049338146811,0.5015672983407503,0.5506737782863044,0.3731414920030025,0.7034734398918511,0.9675827158488876,0.6479481641468687,1.0,1.0,0.6046718340160916,0.6204969529105199,0.5008191870200358
0.8149758454106281,0.41453161525917237,0.37796976241900676,0.17173669752772405,0.2694544725230646,0.5310247266511451,0.4559994697680584,0.3933685547664415,0.7348899624261944,0.44326643332742915,0.16198704103671718,0.21792654390070196,0.29602888086642604,0.5394677433615279,0.46075237121817303,0.397377879785207,0.6843531937734837,0.5766863560406531,0.26997840172786197,0.23898667209278662,0.3823706377858002,0.5172838996787598,0.30777871188521877,0.2514579363704602,0.47954911433172304,0.4369379291811532,0.26997840172786197,0.5014752263709431,0.4685118331327718,0.4720803984556895,0.39160768417711156,0.35784398637334713,0.47954911433172304,0.5863796257485575,0.37796976241900676,0.5930410011191372,0.5086241476133174,0.5004473785034335,0.552480752929357,0.3670499162769213,0.6789586688137413,0.5857761308453472,0.0,0.786346525587547,0.6089049338146811,0.5015672983407503,0.5506737782863044,0.3731414920030025
0.9001073537305422,0.41462546989783844,0.43196544276457916,0.14650523959711056,0.25621740874448456,0.48970322124311105,0.457881444323902,0.3829356487095098,0.8149758454106281,0.41453161525917237,0.37796976241900676,0.17173669752772405,0.2694544725230646,0.5310247266511451,0.4559994697680584,0.3933685547664415,0.7348899624261944,0.44326643332742915,0.16198704103671718,0.21792654390070196,0.29602888086642604,0.5394677433615279,0.46075237121817303,0.397377879785207,0.6843531937734837,0.5766863560406531,0.26997840172786197,0.23898667209278662,0.3823706377858002,0.5172838996787598,0.30777871188521877,0.2514579363704602,0.47954911433172304,0.4369379291811532,0.26997840172786197,0.5014752263709431,0.4685118331327718,0.4720803984556895,0.39160768417711156,0.35784398637334713,0.47954911433172304,0.5863796257485575,0.37796976241900676,0.5930410011191372,0.5086241476133174,0.5004473785034335,0.552480752929357,0.3670499162769213
0.7034734398918511,0.37571811362020513,0.43196544276457916,0.129718180893275,0.22964300040112315,0.40813769119684074,0.3893611751614242,0.32260450949823893,0.9001073537305422,0.41462546989783844,0.43196544276457916,0.14650523959711056,0.25621740874448456,0.48970322124311105,0.457881444323902,0.3829356487095098,0.8149758454106281,0.41453161525917237,0.37796976241900676,0.17173669752772405,0.2694544725230646,0.5310247266511451,0.4559994697680584,0.3933685547664415,0.7348899624261944,0.44326643332742915,0.16198704103671718,0.21792654390070196,0.29602888086642604,0.5394677433615279,0.46075237121817303,0.397377879785207,0.6843531937734837,0.5766863560406531,0.26997840172786197,0.23898667209278662,0.3823706377858002,0.5172838996787598,0.30777871188521877,0.2514579363704602,0.47954911433172304,0.4369379291811532,0.26997840172786197,0.5014752263709431,0.4685118331327718,0.4720803984556895,0.39160768417711156,0.35784398637334713
