Time,Favorites,Retweets,Compound,Negative,Positive,Neutral,Open,High,Low,Close,Volume,Funding Rate 0000,Funding Rate 0800,Funding Rate 1600,Bitcoin_SVI,Cryptocurrency_SVI,No. of Active Addresses,No. of Unique Addresses,Transactions
20211027.0,2672.116666666667,532.5999999999999,0.16159555555555555,0.04248888888888889,0.09638333333333333,0.8611166666666666,60330.2,61488.2,57963.0,58408.2,649228950.5,0.06,0.03,0.03,16.65,72.11,944035.0,715873.0,292114.0
20211026.0,15699.0,4249.0,-0.5106,0.206,0.096,0.698,63082.9,63287.1,59850.0,60329.6,439034713.6,0.02,0.04,0.06,15.54,50.23,998333.0,715943.0,294029.0
20211025.0,638.0,72.0,0.0,0.0,0.0,1.0,60853.9,63710.7,60658.1,63082.8,429536055.0,0.03,0.05,0.02,14.71,42.94,1079523.0,704167.0,284680.0
20211024.0,7296.0,895.0,0.0,0.0,0.0,1.0,61296.2,61487.6,59517.2,60854.0,384294281.8,0.02,0.03,0.04,12.49,42.13,737951.0,554996.0,211220.0
20211023.0,2672.116666666667,532.5999999999999,0.16159555555555555,0.04248888888888889,0.09638333333333333,0.8611166666666666,60698.6,61748.0,59611.0,61296.2,349728982.8,0.03,0.03,0.01,16.92,28.64,826969.0,597144.0,223941.0
20211022.0,491.75,45.5,0.528,0.0,0.21925,0.78075,62210.0,63734.9,60011.0,60699.0,491055331.9,0.06,0.03,0.02,21.86,29.97,957015.0,693316.0,287550.0
20211021.0,2672.116666666667,532.5999999999999,0.16159555555555555,0.04248888888888889,0.09638333333333333,0.8611166666666666,66007.2,66663.4,62015.3,62210.1,863866244.7,0.06,0.07,0.06,26.79,32.64,1139133.0,765389.0,320743.0
20211020.0,1021.3333333333334,120.0,0.46773333333333333,0.0,0.22366666666666668,0.7763333333333334,64285.4,66985.9,63500.0,66007.2,644294797.4,0.01,0.01,0.01,29.61,31.3,977215.0,713105.0,291813.0
20211019.0,2842.0,512.6666666666666,0.5096333333333334,0.0,0.11433333333333334,0.8856666666666667,62027.7,64472.4,61324.6,64285.4,702243691.5,0.01,0.01,0.01,23.62,28.64,1077371.0,743673.0,312018.0
20211018.0,2047.0,594.0,0.0,0.0,0.0,1.0,61526.2,62694.0,59868.3,62027.8,624039708.7,0.04,0.04,0.02,20.09,27.97,1003479.0,693822.0,285368.0
20211017.0,88.0,7.0,-0.2732,0.1,0.0,0.9,60878.5,61701.0,58977.0,61526.2,385518488.3,0.04,0.03,0.04,16.92,26.64,823877.0,559522.0,215883.0
20211016.0,2672.116666666667,532.5999999999999,0.16159555555555555,0.04248888888888889,0.09638333333333333,0.8611166666666666,61673.4,62358.0,60154.4,60878.4,402479983.2,0.01,0.05,0.03,20.15,28.08,937355.0,674026.0,270052.0
20211015.0,2672.116666666667,532.5999999999999,0.16159555555555555,0.04248888888888889,0.09638333333333333,0.8611166666666666,57344.8,62947.4,56861.8,61673.9,860666768.9,0.02,0.01,0.04,22.2,29.41,1017121.0,744869.0,297746.0
20211014.0,1229.0,239.5,0.56625,0.0295,0.1965,0.774,57367.2,58529.9,56795.0,57344.9,471000802.4,0.01,0.01,0.02,16.05,27.41,1007101.0,690594.0,282383.0
20211013.0,2672.116666666667,532.5999999999999,0.16159555555555555,0.04248888888888889,0.09638333333333333,0.8611166666666666,56001.1,57764.4,54222.5,57367.2,470511860.3,0.01,0.01,0.01,15.03,26.07,975651.0,677323.0,288916.0
20211012.0,2045.0,328.0,0.33525,0.045,0.13,0.825,57471.9,57670.0,53889.0,56004.5,529269410.6,0.01,0.01,0.01,16.39,28.74,937369.0,673664.0,274155.0
20211011.0,2672.116666666667,532.5999999999999,0.16159555555555555,0.04248888888888889,0.09638333333333333,0.8611166666666666,54663.6,57840.0,54414.4,57471.9,482625180.7,0.01,0.01,0.01,17.08,30.08,1009017.0,676676.0,280184.0
20211010.0,2672.116666666667,532.5999999999999,0.16159555555555555,0.04248888888888889,0.09638333333333333,0.8611166666666666,54948.5,56505.5,54095.0,54663.6,415682780.3,0.02,0.01,0.02,13.32,25.4,803826.0,536877.0,211506.0
20211009.0,2672.116666666667,532.5999999999999,0.16159555555555555,0.04248888888888889,0.09638333333333333,0.8611166666666666,53949.7,55500.0,53650.0,54947.7,303944142.6,0.01,0.01,0.01,13.58,34.42,991926.0,620238.0,246189.0
20211008.0,2672.116666666667,532.5999999999999,0.16159555555555555,0.04248888888888889,0.09638333333333333,0.8611166666666666,53778.6,56138.6,53613.0,53949.7,417615286.1,0.03,0.03,0.02,15.61,36.09,978503.0,689788.0,280028.0
20211007.0,2672.116666666667,532.5999999999999,0.16159555555555555,0.04248888888888889,0.09638333333333333,0.8611166666666666,55314.7,55329.4,53376.8,53778.6,583950349.0,0.01,0.01,0.03,16.97,42.81,1144142.0,784172.0,325875.0
20211006.0,4274.5,637.0,0.5139,0.031,0.149,0.82,51462.3,55770.5,50386.1,55314.7,609030484.6,0.0,0.01,0.01,20.03,41.13,914612.0,657752.0,267749.0
20211005.0,106.0,32.0,-0.4019,0.145,0.068,0.787,49223.7,51887.0,49034.7,51462.3,433273705.8,0.01,0.01,0.0,15.61,33.58,1037679.0,729159.0,312538.0
20211004.0,2672.116666666667,532.5999999999999,0.16159555555555555,0.04248888888888889,0.09638333333333333,0.8611166666666666,48204.2,49500.0,46909.0,49223.7,509138223.2,0.01,0.01,0.01,13.58,29.38,1015651.0,650133.0,268955.0
20211003.0,2672.116666666667,532.5999999999999,0.16159555555555555,0.04248888888888889,0.09638333333333333,0.8611166666666666,47631.6,49219.4,47099.9,48204.2,308151904.9,0.01,0.01,0.01,11.88,26.02,808347.0,553275.0,218112.0
20211002.0,2672.116666666667,532.5999999999999,0.16159555555555555,0.04248888888888889,0.09638333333333333,0.8611166666666666,48148.8,48333.0,47436.1,47631.6,211051611.6,0.01,0.01,0.0,10.08,18.59,963528.0,631501.0,259961.0
20211001.0,1133.0,112.0,0.41005,0.0,0.1235,0.8765000000000001,43819.1,48466.6,43293.6,48144.5,363416598.9,0.01,0.0,0.0,11.94,19.83,962201.0,697433.0,277042.0
20210930.0,938.5,130.0,0.5955,0.0,0.14300000000000002,0.857,41529.8,44123.0,41413.0,43817.2,238839823.9,0.01,0.01,0.01,9.28,17.35,1059608.0,706763.0,293074.0
20210929.0,1870.1220238095239,278.0580357142857,0.37685818452380954,0.009379464285714286,0.12210714285714286,0.8685357142857143,41018.9,42593.0,40752.1,41536.9,184926857.3,0.01,0.0,0.0,9.81,17.97,830989.0,589252.0,241991.0
20210928.0,1870.1220238095239,278.0580357142857,0.37685818452380954,0.009379464285714286,0.12210714285714286,0.8685357142857143,42137.1,42762.2,40875.0,41018.9,206345988.1,0.01,0.0,0.0,9.81,19.21,935822.0,620834.0,262292.0
20210927.0,3089.0,548.0,0.0,0.0,0.0,1.0,43170.6,44357.1,42090.6,42137.0,202917520.4,0.0,0.01,0.01,9.81,19.83,901586.0,613346.0,255873.0
20210926.0,5252.0,884.0,0.0,0.0,0.0,1.0,42676.5,43930.0,40751.0,43170.6,227257670.8,0.01,0.0,0.01,10.08,19.21,699993.0,494512.0,195560.0
20210925.0,1870.1220238095239,278.0580357142857,0.37685818452380954,0.009379464285714286,0.12210714285714286,0.8685357142857143,42803.8,42969.9,41631.2,42676.6,185182671.4,0.0,0.01,0.01,17.03,23.66,702530.0,536442.0,212575.0
20210924.0,17.0,4.0,0.0,0.0,0.0,1.0,44865.6,45144.1,40683.0,42803.9,410919062.9,0.01,-0.01,-0.01,22.97,31.06,958548.0,679045.0,277565.0
20210923.0,2542.5,257.5,0.7372000000000001,0.0245,0.1745,0.8015,43550.7,44978.2,43064.1,44865.7,236772551.6,0.01,0.0,0.01,15.84,24.4,918846.0,642773.0,268689.0
20210922.0,21.0,3.0,0.4404,0.0,0.135,0.865,40730.3,44000.0,40568.0,43556.4,269585374.0,0.01,0.01,0.01,17.82,25.14,888195.0,645903.0,275235.0
20210921.0,571.5,145.0,0.34975,0.0,0.1535,0.8465,43010.4,43648.0,39571.0,40730.4,421193931.2,0.01,0.01,0.01,19.8,28.1,844883.0,596757.0,244568.0
20210920.0,3953.0,1085.0,0.0,0.0,0.0,1.0,47242.4,47353.6,42470.5,43018.6,481199344.8,0.01,0.01,0.01,19.01,31.06,1014971.0,645684.0,270233.0
20210919.0,1870.1220238095239,278.0580357142857,0.37685818452380954,0.009379464285714286,0.12210714285714286,0.8685357142857143,48294.0,48366.5,46816.2,47242.5,187339847.2,0.01,0.01,0.01,11.88,22.92,714326.0,501580.0,200516.0
20210918.0,1870.1220238095239,278.0580357142857,0.37685818452380954,0.009379464285714286,0.12210714285714286,0.8685357142857143,47300.3,48800.0,47030.0,48294.0,172058748.1,0.01,0.01,0.01,8.91,19.28,819880.0,561878.0,227661.0
20210917.0,446.5,37.0,0.0,0.0,0.0,1.0,47738.6,48139.1,46750.6,47300.3,204334748.2,0.01,0.01,0.01,9.45,21.08,943981.0,652602.0,271040.0
20210916.0,547.0,71.66666666666667,0.5598666666666666,0.0,0.18633333333333332,0.8136666666666666,48124.3,48520.0,47012.4,47738.6,215858424.1,0.01,0.01,0.01,10.26,22.29,1021047.0,673139.0,271223.0
20210915.0,407.0,21.0,0.0,0.0,0.0,1.0,47108.1,48444.2,46693.0,48124.3,218201912.8,0.01,0.01,0.01,10.26,21.08,976201.0,654103.0,268957.0
20210914.0,971.6666666666666,178.33333333333334,0.5153,0.018,0.12766666666666668,0.8543333333333333,44938.3,47245.4,44645.0,47108.8,222264878.2,0.01,0.01,0.01,10.26,21.08,952892.0,646621.0,268127.0
20210913.0,1870.1220238095239,278.0580357142857,0.37685818452380954,0.009379464285714286,0.12210714285714286,0.8685357142857143,46025.5,46852.2,43375.0,44938.3,329259917.0,0.01,0.01,0.01,11.34,22.89,908372.0,609049.0,255970.0
20210912.0,1870.1220238095239,278.0580357142857,0.37685818452380954,0.009379464285714286,0.12210714285714286,0.8685357142857143,45170.5,46443.0,44738.1,46025.5,188488416.8,0.01,0.01,0.01,9.72,21.68,705573.0,495873.0,192691.0
20210911.0,1870.1220238095239,278.0580357142857,0.37685818452380954,0.009379464285714286,0.12210714285714286,0.8685357142857143,44850.4,45984.0,44728.0,45170.5,184897662.1,0.01,0.01,0.01,14.05,22.77,823454.0,552535.0,218445.0
20210910.0,3695.0,506.0,0.8004,0.053,0.308,0.639,46393.0,47032.0,44119.1,44850.3,285236810.2,0.01,0.01,0.01,16.27,24.72,906178.0,640477.0,261371.0
20210909.0,1870.1220238095239,278.0580357142857,0.37685818452380954,0.009379464285714286,0.12210714285714286,0.8685357142857143,46047.6,47392.0,45488.6,46393.1,267985685.5,0.01,0.01,0.01,18.12,27.97,937415.0,691292.0,274384.0
20210908.0,6264.285714285715,387.42857142857144,0.22151428571428575,0.05457142857142857,0.11071428571428572,0.8345714285714285,46864.0,47338.5,44408.0,46048.1,335884186.5,0.02,0.01,0.01,24.77,30.58,907794.0,653910.0,270483.0
20210907.0,1870.1220238095239,278.0580357142857,0.37685818452380954,0.009379464285714286,0.12210714285714286,0.8685357142857143,52667.2,52920.0,42478.9,46861.7,611376305.1,0.01,0.01,0.01,26.99,40.98,938525.0,662890.0,276624.0
20210906.0,1870.1220238095239,278.0580357142857,0.37685818452380954,0.009379464285714286,0.12210714285714286,0.8685357142857143,51768.0,52827.3,50969.3,52667.2,237997715.3,0.01,0.03,0.01,15.9,29.27,968860.0,627019.0,268877.0
20210905.0,1870.1220238095239,278.0580357142857,0.37685818452380954,0.009379464285714286,0.12210714285714286,0.8685357142857143,49902.8,51885.2,49460.9,51768.0,197799196.4,0.02,0.01,0.01,13.68,26.02,735688.0,506792.0,205066.0
20210904.0,1870.1220238095239,278.0580357142857,0.37685818452380954,0.009379464285714286,0.12210714285714286,0.8685357142857143,50010.9,50548.5,49368.0,49902.6,164611825.1,0.02,0.04,0.01,10.08,27.47,776022.0,574763.0,227732.0
20210903.0,168.0,27.0,0.8402,0.0,0.243,0.757,49248.8,51027.0,48322.5,50011.0,284012587.5,0.06,0.05,0.03,11.48,26.81,1008068.0,686568.0,283991.0
20210902.0,1038.0,164.0,0.9696,0.0,0.372,0.628,48815.3,50380.8,48595.0,49248.9,252058688.2,0.03,0.04,0.05,11.2,26.81,1026339.0,714181.0,289900.0
20210901.0,1870.1220238095239,278.0580357142857,0.37685818452380954,0.009379464285714286,0.12210714285714286,0.8685357142857143,47095.5,49125.0,46503.8,48815.3,224376539.3,0.02,0.04,0.03,10.08,24.85,954959.0,682571.0,280865.0
20210831.0,449.0,59.5,0.4496,0.0,0.1355,0.8645,46981.0,48248.9,46688.9,47095.5,210838523.3,0.02,0.04,0.03,10.92,24.85,930055.0,656399.0,271163.0
20210830.0,3277.4075757575756,582.5255208333333,0.3216595975378788,0.03611169507575758,0.14088972537878788,0.8229985795454545,48763.2,48869.4,46833.1,46981.0,247649040.1,0.01,0.01,0.01,10.36,24.2,910173.0,591561.0,250955.0
20210829.0,3277.4075757575756,582.5255208333333,0.3216595975378788,0.03611169507575758,0.14088972537878788,0.8229985795454545,48892.0,49634.8,47750.0,48763.2,178385922.9,0.02,0.01,0.01,10.08,23.54,685753.0,474721.0,191650.0
20210828.0,3277.4075757575756,582.5255208333333,0.3216595975378788,0.03611169507575758,0.14088972537878788,0.8229985795454545,49053.7,49286.0,48350.0,48890.0,159023327.2,0.01,0.01,0.03,10.22,22.3,726381.0,538074.0,218268.0
20210827.0,315.75,28.333333333333332,0.37059166666666665,0.029833333333333333,0.13025,0.8399166666666668,46829.4,49164.0,46344.1,49054.1,215034437.6,0.01,0.01,0.01,10.77,22.3,864176.0,619412.0,256813.0
20210826.0,19.0,3.0,0.4767,0.0,0.084,0.916,48983.3,49342.3,46275.0,46829.5,256433924.3,0.01,0.01,0.02,11.88,22.92,818959.0,625141.0,258590.0
20210825.0,3277.4075757575756,582.5255208333333,0.3216595975378788,0.03611169507575758,0.14088972537878788,0.8229985795454545,47662.5,49250.0,47130.0,48983.2,238867868.0,0.04,0.02,0.01,12.43,24.16,867743.0,636566.0,263009.0
20210824.0,39.0,10.0,0.4404,0.0,0.135,0.865,49481.7,49897.1,47567.0,47662.5,281234168.4,0.02,0.03,0.01,13.26,26.64,945668.0,637990.0,263984.0
20210823.0,2574.0,279.0,-0.5994,0.28,0.19,0.53,49232.9,50531.2,49002.8,49478.2,352804744.5,0.01,0.01,0.04,14.64,27.26,973417.0,648964.0,270736.0
20210822.0,3277.4075757575756,582.5255208333333,0.3216595975378788,0.03611169507575758,0.14088972537878788,0.8229985795454545,48821.3,49490.0,48034.0,49237.4,278508768.6,0.02,0.01,0.01,11.88,23.54,715639.0,474281.0,190631.0
20210821.0,3277.4075757575756,582.5255208333333,0.3216595975378788,0.03611169507575758,0.14088972537878788,0.8229985795454545,49319.9,49776.4,48195.9,48821.3,325201390.7,0.01,0.01,0.02,11.52,22.92,787645.0,555440.0,219407.0
20210820.0,1649.5,276.0,0.55135,0.0,0.21250000000000002,0.7875000000000001,46765.6,49400.4,46632.5,49319.4,379218742.1,0.01,0.01,0.01,12.04,25.4,984372.0,676861.0,271837.0
20210819.0,8443.4,1305.0,0.06345999999999999,0.0328,0.0516,0.9155999999999999,44708.3,47049.2,43925.6,46765.7,329313825.6,0.01,0.01,0.01,10.73,22.3,888796.0,613135.0,253447.0
20210818.0,3277.4075757575756,582.5255208333333,0.3216595975378788,0.03611169507575758,0.14088972537878788,0.8229985795454545,44684.4,46015.3,44206.8,44708.3,423494019.1,0.01,0.01,0.01,11.26,21.68,876483.0,604474.0,247333.0
20210817.0,2518.0,323.0,0.5994,0.0,0.205,0.795,45887.0,47172.9,44390.7,44684.3,465759379.1,0.01,0.01,0.01,11.52,24.16,953226.0,618951.0,257766.0
20210816.0,3277.4075757575756,582.5255208333333,0.3216595975378788,0.03611169507575758,0.14088972537878788,0.8229985795454545,46980.5,48045.0,45627.7,45887.0,382127783.3,0.01,0.01,0.01,12.04,24.16,978773.0,628859.0,263529.0
20210815.0,3277.4075757575756,582.5255208333333,0.3216595975378788,0.03611169507575758,0.14088972537878788,0.8229985795454545,47071.4,47377.6,45486.7,46980.4,349642973.4,0.01,0.01,0.01,11.52,22.92,750378.0,474649.0,186239.0
20210814.0,3277.4075757575756,582.5255208333333,0.3216595975378788,0.03611169507575758,0.14088972537878788,0.8229985795454545,47807.7,48151.3,45969.2,47071.4,305557435.9,0.01,0.01,0.01,12.23,23.6,724702.0,520081.0,209074.0
20210813.0,1396.6666666666667,69.0,-0.02563333333333333,0.024333333333333332,0.015333333333333332,0.9603333333333334,44411.3,47891.0,44222.3,47807.7,378273659.2,0.01,0.01,0.01,12.78,23.6,917929.0,639596.0,260624.0
20210812.0,3277.4075757575756,582.5255208333333,0.3216595975378788,0.03611169507575758,0.14088972537878788,0.8229985795454545,45520.4,46209.0,43750.0,44415.2,404820768.0,0.01,0.01,0.01,13.86,24.24,842547.0,605994.0,250961.0
20210811.0,10115.0,2161.0,0.8979,0.0,0.291,0.709,45581.5,46740.0,45337.8,45520.8,350803776.9,0.01,0.01,0.01,14.41,26.79,866724.0,631031.0,262437.0
20210810.0,972.0,111.625,0.5180875,0.034875,0.174625,0.7905,46263.7,46707.6,44632.0,45581.3,300838105.0,0.01,0.01,0.01,13.86,23.6,875882.0,626461.0,260968.0
20210809.0,3277.4075757575756,582.5255208333333,0.3216595975378788,0.03611169507575758,0.14088972537878788,0.8229985795454545,43792.5,46457.0,42780.0,46269.0,353748144.7,0.01,0.01,0.01,14.41,21.05,934412.0,611235.0,252660.0
20210808.0,3277.4075757575756,582.5255208333333,0.3216595975378788,0.03611169507575758,0.14088972537878788,0.8229985795454545,44574.9,45317.9,43265.5,43792.8,369925437.3,0.01,0.01,0.01,13.32,21.68,740945.0,482998.0,191623.0
20210807.0,3001.0,282.0,0.5994,0.0,0.157,0.843,42839.5,44707.3,42411.0,44574.4,365418851.2,0.01,0.01,0.01,12.98,22.49,724467.0,529222.0,212229.0
20210806.0,4376.454545454545,890.0,0.09547272727272729,0.055545454545454544,0.09772727272727272,0.8467272727272728,40864.5,43376.7,39856.1,42839.6,357276690.5,0.01,0.01,0.01,11.42,18.63,894265.0,636514.0,260810.0
20210805.0,12232.5,2605.5,0.18560000000000004,0.074,0.1515,0.7745,39725.3,41350.0,37304.2,40864.4,429871959.3,0.0,0.01,0.01,10.38,20.56,854629.0,614597.0,246175.0
20210804.0,1935.0,456.2,0.22890000000000002,0.0164,0.0762,0.9074,38201.6,39959.4,37500.0,39719.8,314458638.2,0.01,0.01,0.01,10.38,16.06,842870.0,587149.0,239596.0
20210803.0,2402.25,461.25,0.294725,0.03,0.14700000000000002,0.823,39147.8,39774.0,37653.6,38201.7,356802445.0,0.01,0.01,0.01,10.64,14.14,820918.0,593856.0,246198.0
20210802.0,3277.4075757575756,582.5255208333333,0.3216595975378788,0.03611169507575758,0.14088972537878788,0.8229985795454545,39852.1,40468.6,38689.0,39147.8,283806454.7,0.01,0.01,0.01,11.42,15.42,899861.0,583866.0,239277.0
20210801.0,3277.4075757575756,582.5255208333333,0.3216595975378788,0.03611169507575758,0.14088972537878788,0.8229985795454545,41464.0,42581.7,39390.1,39852.1,281739326.8,0.01,0.01,0.01,11.16,17.35,695892.0,474430.0,185157.0
20210731.0,2113.75,253.75,0.29323125,0.0265,0.12475,0.8486875,42202.9,42423.4,41026.4,41464.0,245815752.1,0.0,0.01,0.01,15.38,21.09,720022.0,532121.0,207348.0
20210730.0,590.0,74.0,0.0,0.0,0.0,1.0,40022.4,42308.9,38320.0,42217.2,305134414.3,0.01,0.01,0.01,15.04,20.31,841162.0,629903.0,255417.0
20210729.0,2398.0,281.0,0.3818,0.0,0.071,0.929,40016.1,40648.9,39255.0,40022.4,292111567.1,0.01,0.0,0.01,15.38,20.31,880689.0,620900.0,262612.0
20210728.0,471.0,46.0,0.0,0.0,0.0,1.0,39465.6,40893.0,38746.8,40015.5,399785544.5,0.0,0.0,0.01,17.72,21.87,868607.0,605433.0,251223.0
20210727.0,543.0,63.0,-0.2732,0.1,0.0,0.9,37242.0,39554.0,36345.0,39465.5,214670342.3,0.01,0.01,0.01,18.05,21.87,903400.0,600692.0,255221.0
20210726.0,8951.0,839.5,0.7552,0.026,0.195,0.7789999999999999,35385.1,40569.7,35208.0,37242.9,537795117.3,-0.01,-0.05,0.01,25.41,29.69,958347.0,644448.0,261950.0
20210725.0,2113.75,253.75,0.29323125,0.0265,0.12475,0.8486875,34256.7,35400.0,33848.3,35388.4,141970016.8,-0.01,-0.03,-0.02,14.04,17.97,641796.0,440908.0,174535.0
20210724.0,2113.75,253.75,0.29323125,0.0265,0.12475,0.8486875,33634.7,34494.6,33399.9,34256.7,127958831.1,0.0,-0.01,-0.01,14.35,19.12,712132.0,497255.0,198091.0
20210723.0,2113.75,253.75,0.29323125,0.0265,0.12475,0.8486875,32289.8,33640.0,31964.0,33634.7,105752206.3,0.0,0.0,-0.02,14.0,16.73,803246.0,581850.0,231130.0
20210722.0,1931.0,423.0,0.40605,0.0,0.1525,0.8474999999999999,32144.1,32600.0,31717.0,32289.7,101199710.7,-0.03,-0.02,0.0,16.45,17.52,780869.0,571344.0,230282.0
20210721.0,2113.75,253.75,0.29323125,0.0265,0.12475,0.8486875,29783.6,32844.8,29481.8,32144.0,217802130.2,-0.02,-0.02,-0.04,18.55,19.12,815589.0,571507.0,235680.0
20210720.0,2113.75,253.75,0.29323125,0.0265,0.12475,0.8486875,30833.4,31056.4,29272.0,29782.5,167764490.4,0.0,-0.02,-0.01,19.95,23.1,822257.0,571829.0,230509.0
20210719.0,2113.75,253.75,0.29323125,0.0265,0.12475,0.8486875,31778.2,31893.0,30400.0,30833.3,103744972.3,0.0,-0.01,0.0,15.75,19.12,845474.0,552678.0,226803.0
20210718.0,2113.75,253.75,0.29323125,0.0265,0.12475,0.8486875,31520.2,32447.0,31112.0,31778.1,105548271.8,0.0,0.01,0.01,12.6,16.73,651828.0,422214.0,161122.0
20210717.0,2113.75,253.75,0.29323125,0.0265,0.12475,0.8486875,31383.4,31950.9,31173.6,31520.2,89815389.13,0.0,0.01,0.0,10.74,15.49,640355.0,458821.0,182047.0
20210716.0,2113.75,253.75,0.29323125,0.0265,0.12475,0.8486875,31877.8,32246.9,31026.0,31389.1,105188036.5,0.0,-0.01,0.01,11.93,16.23,764392.0,552751.0,223466.0
20210715.0,375.0,37.5,0.23579999999999998,0.086,0.2045,0.709,32819.3,33184.0,31150.0,31868.5,133583939.9,-0.01,0.0,0.01,11.63,18.44,828844.0,572802.0,226234.0
20210714.0,2113.75,253.75,0.29323125,0.0265,0.12475,0.8486875,32725.2,33170.0,31575.4,32819.3,141937548.6,0.0,0.01,0.0,11.93,19.18,817900.0,564753.0,236217.0
20210713.0,1651.0,266.0,0.8402,0.0,0.375,0.625,33089.0,33341.0,32195.0,32725.2,118153057.6,0.01,0.01,0.01,11.33,18.44,807050.0,542415.0,229916.0
20210712.0,2113.75,253.75,0.29323125,0.0265,0.12475,0.8486875,34263.5,34702.9,32630.4,33089.4,138177733.4,0.0,0.01,0.0,11.04,17.7,838472.0,560833.0,220269.0
20210711.0,2113.75,253.75,0.29323125,0.0265,0.12475,0.8486875,33510.0,34611.3,33318.5,34263.5,97552330.49,0.0,0.01,0.01,10.44,15.49,690684.0,436977.0,166144.0
20210710.0,2113.75,253.75,0.29323125,0.0265,0.12475,0.8486875,33815.5,34260.9,33037.0,33510.0,109503559.5,-0.02,0.0,0.01,7.89,12.08,726034.0,485683.0,187263.0
20210709.0,2113.75,253.75,0.29323125,0.0265,0.12475,0.8486875,32872.8,34100.0,32265.0,33816.4,112577830.2,-0.03,-0.01,-0.02,9.05,13.23,818441.0,569423.0,227511.0
20210708.0,2113.75,253.75,0.29323125,0.0265,0.12475,0.8486875,33862.7,33922.7,32085.5,32875.7,145653465.5,0.01,0.0,-0.01,9.74,14.96,802085.0,580441.0,230719.0
20210707.0,2113.75,253.75,0.29323125,0.0265,0.12475,0.8486875,34227.1,35057.3,33777.2,33862.8,131551764.0,-0.01,-0.01,0.01,8.82,14.38,811614.0,568382.0,221227.0
20210706.0,2113.75,253.75,0.29323125,0.0265,0.12475,0.8486875,33683.7,35100.0,33510.0,34228.5,151140327.8,-0.01,0.0,-0.01,9.51,15.53,853332.0,579824.0,228279.0
20210705.0,2113.75,253.75,0.29323125,0.0265,0.12475,0.8486875,35279.8,35283.7,33130.7,33683.7,138884272.9,0.0,0.01,0.01,10.21,16.11,902032.0,547735.0,223760.0
20210704.0,2113.75,253.75,0.29323125,0.0265,0.12475,0.8486875,34675.2,35966.8,34349.9,35273.7,103698865.6,0.0,0.0,-0.02,10.44,16.11,843475.0,467442.0,171850.0
20210703.0,2113.75,253.75,0.29323125,0.0265,0.12475,0.8486875,33791.5,34942.6,33324.0,34675.2,112243766.7,-0.01,0.0,-0.01,10.71,14.46,1027108.0,583136.0,237463.0
20210702.0,2113.75,253.75,0.29323125,0.0265,0.12475,0.8486875,33500.0,33988.2,32700.8,33791.4,160305767.2,0.01,0.01,0.01,11.27,14.46,809016.0,532456.0,188568.0
20210701.0,2113.75,253.75,0.29323125,0.0265,0.12475,0.8486875,35045.4,35056.5,32711.0,33500.1,197113094.5,0.01,0.01,0.01,11.27,16.38,817115.0,609509.0,230253.0
20210630.0,1111.875,148.5,0.3289375,0.067875,0.160125,0.772,35906.6,36099.6,34022.7,35045.4,200265522.0,0.0,0.01,0.01,12.4,17.35,790273.0,567655.0,218734.0
20210629.0,4060.0,535.0,0.8268,0.0,0.288,0.712,34490.8,36595.2,34234.4,35908.9,220229621.6,0.01,0.01,0.01,14.09,18.31,792995.0,566351.0,205616.0
20210628.0,400.0,33.0,0.9117,0.0,0.249,0.751,34703.8,35291.5,33857.4,34490.7,222031983.5,-0.03,0.0,0.0,14.09,18.31,776365.0,580308.0,217898.0
20210627.0,1111.875,148.5,0.3289375,0.067875,0.160125,0.772,32283.7,34752.4,32001.2,34704.4,205535768.1,-0.01,-0.02,-0.05,12.96,17.35,518219.0,379066.0,124640.0
20210626.0,1111.875,148.5,0.3289375,0.067875,0.160125,0.772,31588.1,32720.9,30153.0,32283.7,257996506.2,0.01,-0.01,-0.01,19.64,19.8,715801.0,490112.0,181628.0
20210625.0,1111.875,148.5,0.3289375,0.067875,0.160125,0.772,34658.0,35499.9,31276.1,31588.1,286526052.1,-0.02,0.0,0.01,20.42,20.84,880813.0,564091.0,218245.0
20210624.0,1518.0,149.0,-0.5579,0.124,0.074,0.802,33676.1,35301.4,32306.2,34657.9,213058141.8,-0.02,-0.01,0.01,21.21,20.84,843836.0,594998.0,233278.0
20210623.0,27.0,8.0,0.6249,0.077,0.221,0.702,32505.0,34839.8,31709.0,33675.0,329515574.3,-0.03,0.0,-0.01,25.13,21.88,847730.0,598493.0,232704.0
20210622.0,1111.875,148.5,0.3289375,0.067875,0.160125,0.772,31614.0,33290.2,28801.8,32505.1,456701075.8,-0.02,0.01,0.01,33.77,34.39,776432.0,550948.0,196523.0
20210621.0,1111.875,148.5,0.3289375,0.067875,0.160125,0.772,35603.2,35742.5,31251.6,31614.1,447895035.2,-0.02,0.0,0.01,25.92,29.18,835557.0,549345.0,205050.0
20210620.0,1111.875,148.5,0.3289375,0.067875,0.160125,0.772,35479.6,36191.3,33335.0,35600.5,247106949.7,0.01,0.01,0.01,17.28,22.92,652470.0,441204.0,167249.0
20210619.0,1111.875,148.5,0.3289375,0.067875,0.160125,0.772,35822.9,36492.7,34811.0,35478.5,200080223.6,0.01,-0.01,-0.01,12.4,20.7,688095.0,489074.0,187042.0
20210618.0,1111.875,148.5,0.3289375,0.067875,0.160125,0.772,38094.7,38194.5,35117.3,35823.0,265798131.1,0.01,0.01,0.0,12.99,20.7,825241.0,567037.0,222918.0
