Time,Favorites,Retweets,Compound,Negative,Positive,Neutral,Open,High,Low,Close,Volume,Funding Rate 0000,Funding Rate 0800,Funding Rate 1600,Bitcoin_SVI,Cryptocurrency_SVI,No. of Active Addresses,No. of Unique Addresses,Transactions
20210617.0,1111.875,148.5,0.3289375,0.067875,0.160125,0.772,38356.0,39571.9,37366.3,38091.2,300356565.4,0.01,0.01,0.01,13.58,21.68,865333.0,601894.0,237725.0
20210616.0,1111.875,148.5,0.3289375,0.067875,0.160125,0.772,40154.6,40496.1,38105.2,38347.2,313057464.0,0.01,0.01,0.01,14.17,21.68,954838.0,651528.0,252937.0
20210615.0,364.0,80.0,0.2969,0.088,0.118,0.794,40543.1,41355.3,39525.0,40156.7,300509566.4,0.0,0.01,0.01,15.35,21.68,963054.0,677276.0,241861.0
20210614.0,548.0,59.0,0.7876,0.093,0.234,0.673,39015.3,41029.0,38737.2,40543.0,390847958.3,-0.01,0.01,0.01,18.89,22.67,972587.0,624698.0,242416.0
20210613.0,1111.875,148.5,0.3289375,0.067875,0.160125,0.772,35553.3,39375.0,34761.7,39018.7,291833418.8,0.0,0.01,0.0,14.76,21.68,799859.0,480484.0,187098.0
20210612.0,1111.875,148.5,0.3289375,0.067875,0.160125,0.772,37332.6,37453.7,34625.5,35573.4,219888857.2,0.0,-0.01,0.01,14.31,21.11,1013611.0,584529.0,222774.0
20210611.0,1111.875,148.5,0.3289375,0.067875,0.160125,0.772,36673.0,37680.4,35926.2,37337.6,209651638.4,0.01,0.01,0.0,17.29,21.11,874050.0,616007.0,216502.0
20210610.0,1111.875,148.5,0.3289375,0.067875,0.160125,0.772,37386.3,38451.5,35800.0,36673.0,294611922.5,-0.01,-0.02,0.01,19.68,22.95,948298.0,679752.0,252983.0
20210609.0,1111.875,148.5,0.3289375,0.067875,0.160125,0.772,33379.8,37534.7,32393.9,37377.0,343432220.2,0.01,0.01,-0.01,22.06,22.95,817282.0,581779.0,210911.0
20210608.0,1111.875,148.5,0.3289375,0.067875,0.160125,0.772,33560.0,34061.3,31000.0,33379.8,358886482.9,0.01,0.01,0.0,24.45,29.37,998834.0,656191.0,246906.0
20210607.0,1111.875,148.5,0.3289375,0.067875,0.160125,0.772,35798.0,36800.0,33301.3,33560.0,238469255.1,0.01,0.01,0.01,17.89,25.7,910652.0,615279.0,235479.0
20210606.0,1111.875,148.5,0.3289375,0.067875,0.160125,0.772,35514.6,36465.9,35230.4,35798.1,186157287.0,0.01,0.01,0.01,19.08,24.78,737174.0,467665.0,185305.0
20210605.0,999.0,192.0,-0.3612,0.079,0.0,0.921,36829.3,37962.4,34800.0,35514.6,265851704.3,0.01,0.01,0.01,17.02,25.5,762659.0,537842.0,194580.0
20210604.0,979.0,132.0,0.1027,0.082,0.097,0.821,39249.9,39285.7,35555.8,36829.3,303419310.0,0.01,0.01,0.02,19.29,25.5,907519.0,632737.0,236672.0
20210603.0,1111.875,148.5,0.3289375,0.067875,0.160125,0.772,37589.0,39474.5,37176.2,39249.9,230828970.6,0.01,0.01,0.01,17.02,26.38,1015474.0,692529.0,255621.0
20210602.0,1111.875,148.5,0.3289375,0.067875,0.160125,0.772,36694.6,38230.7,35926.8,37589.0,225880526.9,0.01,0.01,0.01,17.02,26.38,1090605.0,663855.0,250589.0
20210601.0,1111.875,148.5,0.3289375,0.067875,0.160125,0.772,37257.6,37898.9,35698.1,36689.4,280928353.8,0.01,0.01,0.01,17.59,25.5,914351.0,615006.0,234561.0
20210531.0,1893.148148148148,241.1611111111111,0.4171710185185185,0.03037222222222222,0.15892685185185185,0.8107564814814814,35644.5,37500.0,34127.8,37257.6,299164717.0,0.01,0.01,0.01,18.15,24.62,977895.0,599311.0,226469.0
20210530.0,1893.148148148148,241.1611111111111,0.4171710185185185,0.03037222222222222,0.15892685185185185,0.8107564814814814,34605.6,36496.4,33393.1,35644.4,269410832.4,0.01,0.01,0.01,18.72,27.26,990443.0,476088.0,179795.0
20210529.0,126.0,4.0,0.296,0.0,0.167,0.833,35661.3,37337.8,33621.0,34600.2,431403491.3,0.01,0.01,0.01,14.46,22.52,863265.0,537305.0,198332.0
20210528.0,1893.148148148148,241.1611111111111,0.4171710185185185,0.03037222222222222,0.15892685185185185,0.8107564814814814,38529.4,38875.0,34683.0,35661.2,419888900.7,0.01,0.01,0.01,14.46,22.52,972164.0,616432.0,218311.0
20210527.0,1893.148148148148,241.1611111111111,0.4171710185185185,0.03037222222222222,0.15892685185185185,0.8107564814814814,39241.3,40399.0,37134.7,38527.7,328474370.6,0.01,0.01,0.01,14.46,23.18,864432.0,602300.0,214035.0
20210526.0,704.0,116.0,0.7835,0.031,0.159,0.81,38320.9,40831.3,37803.6,39241.4,361841801.0,0.01,0.01,0.01,16.11,25.83,933622.0,641585.0,230753.0
20210525.0,27.0,8.0,0.6249,0.077,0.221,0.702,38803.2,39793.6,36444.6,38320.9,361761310.1,0.0,0.01,0.01,18.59,27.15,968674.0,640506.0,233644.0
20210524.0,1075.25,99.5,0.4757,0.0,0.11075,0.88925,34687.8,39920.0,34370.3,38809.9,386404645.8,0.0,-0.01,-0.01,23.13,29.8,975836.0,643231.0,234755.0
20210523.0,7542.5,792.0,0.38155,0.0,0.23,0.77,37446.3,38271.7,31088.0,34676.9,500827223.2,0.01,-0.01,0.0,25.2,38.41,957018.0,555526.0,194320.0
20210522.0,267.0,15.0,0.0,0.0,0.0,1.0,37252.7,38837.7,35210.0,37453.8,380977242.3,0.01,-0.02,0.01,51.0,47.0,918673.0,603588.0,223800.0
20210521.0,7884.0,405.0,0.0,0.183,0.183,0.635,40522.7,42238.2,33433.3,37257.0,509140291.3,0.01,0.01,0.0,60.0,51.0,942736.0,695822.0,226351.0
20210520.0,30.5,10.5,0.3715,0.0215,0.1085,0.87,36670.8,42398.4,34875.4,40530.5,508622726.6,-0.09,0.01,0.01,79.0,61.0,943686.0,694786.0,228039.0
20210519.0,1893.148148148148,241.1611111111111,0.4171710185185185,0.03037222222222222,0.15892685185185185,0.8107564814814814,42850.7,43571.0,29000.0,36664.7,836064780.5,0.02,0.01,0.04,100.0,100.0,1031147.0,734818.0,263419.0
20210518.0,568.75,91.0,0.558925,0.0,0.137,0.863,43531.1,45784.2,42267.2,42847.8,419737500.8,0.06,0.05,0.01,40.0,50.0,856695.0,619246.0,221018.0
20210517.0,1893.148148148148,241.1611111111111,0.4171710185185185,0.03037222222222222,0.15892685185185185,0.8107564814814814,46426.1,46617.0,42112.5,43538.7,516079876.2,0.04,0.01,0.06,53.0,53.0,962984.0,684281.0,250910.0
20210516.0,1893.148148148148,241.1611111111111,0.4171710185185185,0.03037222222222222,0.15892685185185185,0.8107564814814814,46775.5,49785.8,43877.8,46427.4,442072367.4,0.02,0.04,0.02,36.0,57.0,971649.0,604353.0,219435.0
20210515.0,505.0,44.9,0.40982,0.0137,0.1311,0.8552,49848.4,50660.8,46556.7,46775.4,379327493.4,0.02,0.01,0.01,25.96,51.34,953308.0,646899.0,232099.0
20210514.0,971.6666666666666,64.0,0.07153333333333332,0.075,0.07533333333333332,0.8496666666666667,49675.4,51465.0,48813.0,49848.5,273449532.7,0.02,0.04,0.04,33.04,52.22,1066269.0,752353.0,266055.0
20210513.0,1893.148148148148,241.1611111111111,0.4171710185185185,0.03037222222222222,0.15892685185185185,0.8107564814814814,49627.6,51360.8,45800.0,49675.4,497271871.0,0.04,0.01,0.01,53.49,62.84,1187747.0,806882.0,276472.0
20210512.0,1893.148148148148,241.1611111111111,0.4171710185185185,0.03037222222222222,0.15892685185185185,0.8107564814814814,56678.4,57990.0,48352.8,49661.9,522673294.3,0.03,0.02,0.03,22.03,57.53,1245595.0,852846.0,300452.0
20210511.0,1893.148148148148,241.1611111111111,0.4171710185185185,0.03037222222222222,0.15892685185185185,0.8107564814814814,55813.2,56856.0,54428.1,56678.3,382931091.5,0.1,0.04,0.05,21.24,60.19,1258920.0,854634.0,312115.0
20210510.0,34.0,7.0,0.7269,0.0,0.253,0.747,58250.3,59499.9,52538.0,55813.2,466857350.5,0.06,0.03,0.09,22.03,61.96,1315147.0,824736.0,303297.0
20210509.0,1893.148148148148,241.1611111111111,0.4171710185185185,0.03037222222222222,0.15892685185185185,0.8107564814814814,58863.1,59208.9,56227.1,58250.2,337488136.0,0.05,0.05,0.04,21.24,61.96,1234486.0,690253.0,247866.0
20210508.0,11402.0,2262.0,0.5983,0.0,0.191,0.809,57307.2,59491.0,56910.4,58863.1,343485003.6,0.02,0.06,0.05,16.47,93.12,1169650.0,744143.0,274691.0
20210507.0,1893.148148148148,241.1611111111111,0.4171710185185185,0.03037222222222222,0.15892685185185185,0.8107564814814814,56397.7,58643.2,55244.6,57307.3,372658922.0,0.09,0.04,0.05,16.47,80.61,1187763.0,804452.0,307988.0
20210506.0,281.0,50.0,-0.0516,0.107,0.0,0.893,57431.5,58362.4,55242.0,56397.6,365133897.8,0.01,0.08,0.06,17.11,84.78,1228892.0,843433.0,311380.0
20210505.0,174.5,22.0,0.37645,0.0385,0.147,0.8145,53196.3,57979.7,52888.0,57431.5,344232265.4,0.07,0.04,0.04,17.74,83.39,1208973.0,808208.0,309774.0
20210504.0,30.0,7.0,0.7269,0.0,0.236,0.764,57159.7,57188.2,53083.3,53196.3,390469293.4,0.07,0.05,0.01,17.74,72.27,1293836.0,772207.0,300824.0
20210503.0,2042.5,333.0,0.8187,0.0,0.373,0.627,56568.5,58977.9,56451.3,57159.7,276554749.5,0.05,0.04,0.04,17.74,59.76,1268856.0,746177.0,287007.0
20210502.0,1893.148148148148,241.1611111111111,0.4171710185185185,0.03037222222222222,0.15892685185185185,0.8107564814814814,57794.7,57903.7,56044.3,56568.5,199206958.1,0.03,0.02,0.05,15.84,51.42,1248724.0,587240.0,235214.0
20210501.0,411.0,10.0,0.34,0.0,0.138,0.862,57697.3,58471.4,57006.3,57794.7,210179438.2,0.01,0.01,0.01,14.58,33.78,1040203.0,677778.0,262991.0
20210430.0,1199.6349206349207,155.0,0.3854087301587301,0.007031746031746031,0.13485714285714287,0.8581269841269842,53558.5,57936.4,53042.6,57697.3,277531927.9,0.01,0.01,0.01,14.58,31.96,1122022.0,738101.0,289389.0
20210429.0,93.0,15.5,0.71065,0.036,0.2125,0.7515000000000001,54833.1,55181.2,52340.1,53558.4,234153663.4,0.01,0.01,0.01,15.12,30.13,986056.0,703520.0,259465.0
20210428.0,324.0,21.0,0.9442,0.0,0.328,0.672,55014.2,56399.1,53808.3,54833.2,262912695.6,0.01,0.01,0.01,16.74,32.87,1113474.0,728620.0,277126.0
20210427.0,1199.6349206349207,155.0,0.3854087301587301,0.007031746031746031,0.13485714285714287,0.8581269841269842,53997.1,55439.0,53240.8,55014.3,237020455.9,0.01,0.01,0.01,17.82,33.78,1092574.0,748381.0,298109.0
20210426.0,1199.6349206349207,155.0,0.3854087301587301,0.007031746031746031,0.13485714285714287,0.8581269841269842,49069.0,54336.4,48775.8,54000.2,353727728.3,0.01,0.01,0.01,19.98,33.78,943203.0,677984.0,240687.0
20210425.0,1199.6349206349207,155.0,0.3854087301587301,0.007031746031746031,0.13485714285714287,0.8581269841269842,50041.5,50554.6,46966.2,49086.9,237153315.2,0.02,0.02,0.04,18.36,34.7,1026103.0,585806.0,241041.0
20210424.0,1199.6349206349207,155.0,0.3854087301587301,0.007031746031746031,0.13485714285714287,0.8581269841269842,51109.8,51157.9,48676.5,50033.0,241336360.9,0.01,0.01,0.03,17.75,29.82,1125210.0,695216.0,290690.0
20210423.0,1199.6349206349207,155.0,0.3854087301587301,0.007031746031746031,0.13485714285714287,0.8581269841269842,51691.2,52112.1,47502.1,51102.7,441295812.6,0.01,0.01,0.05,25.49,44.73,1114180.0,794322.0,295731.0
20210422.0,1199.6349206349207,155.0,0.3854087301587301,0.007031746031746031,0.13485714285714287,0.8581269841269842,53793.5,55474.7,50400.0,51696.4,475394174.2,0.01,0.01,0.01,16.38,37.67,1114976.0,757844.0,274610.0
20210421.0,1199.6349206349207,155.0,0.3854087301587301,0.007031746031746031,0.13485714285714287,0.8581269841269842,56426.1,56761.7,53602.0,53793.6,345339357.8,0.01,0.01,0.01,14.11,36.88,918079.0,719498.0,226021.0
20210420.0,1199.6349206349207,155.0,0.3854087301587301,0.007031746031746031,0.13485714285714287,0.8581269841269842,55618.7,57061.6,53328.0,56427.8,480164200.6,0.01,0.01,0.01,17.29,43.16,1126908.0,829989.0,279977.0
20210419.0,1199.6349206349207,155.0,0.3854087301587301,0.007031746031746031,0.13485714285714287,0.8581269841269842,56152.7,57583.4,54205.2,55618.8,432634348.9,0.01,0.01,0.01,19.57,40.81,884672.0,674744.0,208413.0
20210418.0,1199.6349206349207,155.0,0.3854087301587301,0.007031746031746031,0.13485714285714287,0.8581269841269842,59995.3,60409.5,49001.0,56150.6,637797282.4,0.09,0.08,0.06,24.12,47.09,1057891.0,754058.0,274735.0
20210417.0,2755.0,317.0,0.0,0.0,0.0,1.0,61342.7,62497.8,59599.6,59995.2,328364887.7,0.12,0.05,0.05,21.28,66.91,828375.0,611196.0,194580.0
20210416.0,24.0,5.5,0.2202,0.0,0.1465,0.8534999999999999,63152.6,63509.7,59930.8,61342.6,510423835.7,0.11,0.11,0.12,26.42,73.11,933121.0,733666.0,219704.0
20210415.0,1199.6349206349207,155.0,0.3854087301587301,0.007031746031746031,0.13485714285714287,0.8581269841269842,62954.4,63772.1,62023.9,63152.6,296178401.8,0.1,0.08,0.08,24.22,48.33,1366494.0,952400.0,359440.0
20210414.0,3169.714285714286,445.0,0.4307285714285714,0.027285714285714285,0.1337142857142857,0.8391428571428572,63578.7,64840.0,61000.0,62958.7,487298143.9,0.12,0.09,0.11,29.35,50.8,1149773.0,854552.0,297494.0
20210413.0,1199.6349206349207,155.0,0.3854087301587301,0.007031746031746031,0.13485714285714287,0.8581269841269842,59863.4,63759.7,59815.0,63578.7,430518557.6,0.09,0.08,0.09,26.42,43.37,1178027.0,839652.0,310213.0
20210412.0,1526.0,182.0,0.0,0.0,0.0,1.0,60007.6,61270.7,59417.4,59863.4,277430208.7,0.11,0.09,0.11,19.81,35.93,1126723.0,762819.0,291369.0
20210411.0,1199.6349206349207,155.0,0.3854087301587301,0.007031746031746031,0.13485714285714287,0.8581269841269842,59770.2,60687.4,59247.6,60007.6,233158562.8,0.12,0.09,0.1,19.08,39.65,1043812.0,653736.0,253449.0
20210410.0,1199.6349206349207,155.0,0.3854087301587301,0.007031746031746031,0.13485714285714287,0.8581269841269842,58138.2,61350.0,57902.1,59770.2,332014577.5,0.02,0.01,0.15,15.94,28.84,1163952.0,762965.0,299086.0
20210409.0,93.0,9.0,0.7414,0.0,0.19,0.81,58076.7,58900.0,57666.9,58131.6,204849717.1,0.03,0.02,0.03,12.99,24.03,1222362.0,853581.0,324720.0
20210408.0,1199.6349206349207,155.0,0.3854087301587301,0.007031746031746031,0.13485714285714287,0.8581269841269842,55958.2,58141.0,55700.6,58076.7,181817013.5,0.05,0.04,0.02,14.17,25.96,1092604.0,761635.0,278534.0
20210407.0,1199.6349206349207,155.0,0.3854087301587301,0.007031746031746031,0.13485714285714287,0.8581269841269842,57988.3,58668.6,55439.0,55958.2,299996660.4,0.08,0.06,0.05,14.76,27.88,1246138.0,860993.0,321319.0
20210406.0,748.0,47.0,0.4215,0.0,0.203,0.797,59116.2,59497.5,57304.8,57988.3,173169186.8,0.04,0.1,0.06,15.35,30.76,1180036.0,841579.0,309565.0
20210405.0,2064.0,353.0,0.0,0.0,0.0,1.0,58201.4,59254.1,56501.0,59116.2,174821106.7,0.03,0.04,0.04,15.94,30.76,1229289.0,763702.0,289046.0
20210404.0,1199.6349206349207,155.0,0.3854087301587301,0.007031746031746031,0.13485714285714287,0.8581269841269842,57052.5,58481.2,56432.6,58201.4,119228330.2,0.1,0.05,0.05,14.76,27.88,1032167.0,618857.0,246007.0
20210403.0,1199.6349206349207,155.0,0.3854087301587301,0.007031746031746031,0.13485714285714287,0.8581269841269842,58963.6,59795.0,56721.2,57058.3,147434403.1,0.1,0.06,0.11,17.22,31.85,1020968.0,704293.0,281717.0
20210402.0,1199.6349206349207,155.0,0.3854087301587301,0.007031746031746031,0.13485714285714287,0.8581269841269842,58735.7,60179.1,58460.7,58963.6,151446539.6,0.05,0.07,0.11,18.55,29.65,1103476.0,795716.0,305788.0
20210401.0,1199.6349206349207,155.0,0.3854087301587301,0.007031746031746031,0.13485714285714287,0.8581269841269842,58745.5,59487.1,57879.0,58735.7,186078130.9,0.06,0.11,0.1,20.53,27.46,1145125.0,814587.0,311939.0
20210331.0,26.0,9.0,0.0,0.0,0.0,1.0,58753.2,59800.0,56357.5,58745.9,288469053.1,0.08,0.08,0.07,19.21,26.36,1234495.0,900660.0,332749.0
20210330.0,4111.666666666667,334.6666666666667,0.2912,0.0,0.10000000000000002,0.9,57630.8,59351.9,57072.8,58754.6,208118726.1,0.02,0.03,0.03,19.87,26.36,1154381.0,826466.0,321090.0
20210329.0,1506.138888888889,242.30555555555554,0.24251250000000002,0.019,0.10270833333333333,0.878375,55772.8,58400.5,54926.5,57628.9,251384747.3,0.01,0.01,0.01,18.55,24.16,1115525.0,776764.0,303305.0
20210328.0,1506.138888888889,242.30555555555554,0.24251250000000002,0.019,0.10270833333333333,0.878375,55820.3,56541.0,54666.6,55772.9,176119911.2,0.01,0.01,0.01,16.56,24.16,1063472.0,629197.0,248605.0
20210327.0,116.0,4.0,0.37145,0.0,0.1995,0.8005,55031.9,56628.6,53967.5,55820.4,200758048.8,0.01,0.01,0.01,16.92,18.67,1149403.0,722993.0,288259.0
20210326.0,1506.138888888889,242.30555555555554,0.24251250000000002,0.019,0.10270833333333333,0.878375,51301.7,55062.5,51225.3,55032.0,245299757.5,0.01,0.02,0.01,17.55,16.89,1085835.0,790548.0,293610.0
20210325.0,1506.138888888889,242.30555555555554,0.24251250000000002,0.019,0.10270833333333333,0.878375,52307.1,53239.1,50455.0,51301.7,375950351.6,0.03,0.01,0.01,21.93,18.67,1218346.0,847860.0,318562.0
20210324.0,1506.138888888889,242.30555555555554,0.24251250000000002,0.019,0.10270833333333333,0.878375,54348.4,57200.0,51499.6,52307.4,351202326.2,0.04,0.05,0.02,20.05,18.67,1153475.0,780464.0,305093.0
20210323.0,1506.138888888889,242.30555555555554,0.24251250000000002,0.019,0.10270833333333333,0.878375,54086.8,55823.1,52986.3,54348.4,239135883.5,0.05,0.02,0.03,17.55,18.67,1234149.0,810265.0,314234.0
20210322.0,1506.138888888889,242.30555555555554,0.24251250000000002,0.019,0.10270833333333333,0.878375,57345.3,58415.5,53667.0,54096.1,237141977.0,0.01,0.05,0.05,18.17,21.33,1144113.0,781908.0,297410.0
20210321.0,4572.0,678.0,0.6249,0.109,0.206,0.686,58113.5,58591.6,55501.0,57350.2,186845535.5,0.05,0.03,0.04,16.92,20.45,1112554.0,612850.0,234936.0
20210320.0,1506.138888888889,242.30555555555554,0.24251250000000002,0.019,0.10270833333333333,0.878375,58024.3,59874.6,57825.6,58113.5,161565114.2,0.03,0.05,0.04,12.48,19.65,1124513.0,742019.0,286948.0
20210319.0,285.0,53.0,0.0,0.0,0.0,1.0,57648.9,59450.1,56071.0,58024.2,217005823.7,0.03,0.03,0.01,13.92,18.01,1158820.0,833389.0,316180.0
20210318.0,1506.138888888889,242.30555555555554,0.24251250000000002,0.019,0.10270833333333333,0.878375,58882.9,60107.7,57000.0,57648.9,297279816.5,0.02,0.03,0.03,14.88,19.65,1219716.0,885634.0,331718.0
20210317.0,1341.0,316.0,0.4767,0.0,0.147,0.853,56880.3,58951.8,54147.5,58875.8,328135601.6,0.04,0.04,0.02,15.36,19.65,1110541.0,808119.0,296119.0
20210316.0,1506.138888888889,242.30555555555554,0.24251250000000002,0.019,0.10270833333333333,0.878375,55607.1,56918.9,53240.3,56880.3,409052587.5,0.02,0.02,0.04,16.32,20.47,1161912.0,822884.0,319493.0
20210315.0,638.0,170.0,0.7073,0.0,0.158,0.842,59000.0,60632.9,54525.6,55607.1,338468393.2,0.12,0.08,0.11,16.32,21.29,1167577.0,782966.0,292231.0
20210314.0,1506.138888888889,242.30555555555554,0.24251250000000002,0.019,0.10270833333333333,0.878375,61174.3,61700.0,59000.0,59000.0,186155667.7,0.06,0.08,0.08,18.72,22.92,1155175.0,736008.0,308050.0
20210313.0,64.0,16.0,0.0,0.0,0.0,1.0,57220.7,61815.3,56059.3,61180.9,259602986.9,0.05,0.05,0.06,28.97,30.67,1104466.0,739312.0,277072.0
20210312.0,1506.138888888889,242.30555555555554,0.24251250000000002,0.019,0.10270833333333333,0.878375,57781.0,58057.5,55013.7,57238.5,228810606.1,0.09,0.1,0.07,21.91,24.99,1186618.0,818834.0,320744.0
20210311.0,605.0,71.0,0.0,0.0,0.0,1.0,55863.7,58150.0,54238.0,57781.1,191915265.0,0.06,0.1,0.1,22.61,23.85,1084417.0,766597.0,291245.0
20210310.0,1411.0,266.0,0.6705,0.0,0.297,0.703,54867.5,57364.0,52911.4,55865.5,224565244.8,0.06,0.02,0.05,24.03,22.72,1165773.0,833186.0,344688.0
20210309.0,1506.138888888889,242.30555555555554,0.24251250000000002,0.019,0.10270833333333333,0.878375,52376.9,54867.6,51833.8,54867.6,165487483.1,0.02,0.07,0.04,25.44,24.99,1088598.0,782612.0,299682.0
20210308.0,1506.138888888889,242.30555555555554,0.24251250000000002,0.019,0.10270833333333333,0.878375,50956.6,52387.5,49287.5,52377.0,137751640.2,0.02,0.01,0.01,20.49,20.45,1164249.0,723503.0,291955.0
20210307.0,1506.138888888889,242.30555555555554,0.24251250000000002,0.019,0.10270833333333333,0.878375,48885.0,51424.7,48885.0,50930.4,122962479.8,0.01,0.01,0.01,19.08,20.45,1043256.0,654593.0,260739.0
20210306.0,4487.0,897.0,-0.5719,0.119,0.029,0.852,48746.9,49255.1,47001.0,48871.9,94201823.81,0.01,0.01,0.01,12.87,13.07,1147083.0,677322.0,287963.0
20210305.0,417.0,93.0,0.34,0.0,0.096,0.904,48374.5,49450.0,46189.8,48758.9,176318969.5,0.01,0.01,0.01,14.36,13.07,1154593.0,806404.0,317780.0
20210304.0,1506.138888888889,242.30555555555554,0.24251250000000002,0.019,0.10270833333333333,0.878375,50347.6,51762.1,47505.7,48374.5,178873453.3,0.05,0.01,0.01,15.35,15.52,1042797.0,752764.0,289631.0
20210303.0,1506.138888888889,242.30555555555554,0.24251250000000002,0.019,0.10270833333333333,0.878375,48440.6,52623.9,48100.0,50345.5,160801620.8,0.01,0.01,0.01,16.34,15.52,1185450.0,840642.0,333402.0
20210302.0,1506.138888888889,242.30555555555554,0.24251250000000002,0.019,0.10270833333333333,0.878375,49590.3,50201.6,47052.8,48441.2,142575425.5,0.01,0.01,0.01,16.83,15.52,1119669.0,810035.0,338150.0
20210301.0,1506.138888888889,242.30555555555554,0.24251250000000002,0.019,0.10270833333333333,0.878375,45136.5,49771.3,44958.9,49590.3,169389196.8,0.04,0.02,0.01,18.81,16.33,1073523.0,748049.0,280485.0
20210228.0,74.4,21.4,0.07072000000000003,0.0638,0.07880000000000001,0.8573999999999999,46111.3,46626.1,43004.3,45141.6,175990962.5,0.01,0.01,0.01,19.8,17.97,1033508.0,629972.0,254316.0
20210227.0,74.4,21.4,0.07072000000000003,0.0638,0.07880000000000001,0.8573999999999999,46290.2,48381.9,44836.5,46114.4,134946360.0,0.01,0.03,0.04,21.09,17.46,1202477.0,775777.0,320784.0
20210226.0,74.4,21.4,0.07072000000000003,0.0638,0.07880000000000001,0.8573999999999999,47082.0,48408.8,44135.0,46289.6,247604118.9,0.03,0.01,0.01,26.51,15.88,1114180.0,817077.0,306416.0
20210225.0,74.4,21.4,0.07072000000000003,0.0638,0.07880000000000001,0.8573999999999999,49676.5,52019.6,46624.4,47082.7,184044004.4,0.04,0.02,0.02,25.3,17.46,1217040.0,830544.0,326116.0
20210224.0,74.4,21.4,0.07072000000000003,0.0638,0.07880000000000001,0.8573999999999999,48902.9,51361.9,47003.2,49685.2,239303706.8,0.01,0.01,0.05,31.93,18.26,1230122.0,874171.0,358092.0
20210223.0,74.4,21.4,0.07072000000000003,0.0638,0.07880000000000001,0.8573999999999999,54085.9,54174.2,44900.0,48908.3,389277314.4,0.08,0.02,0.03,42.17,25.4,1054613.0,796658.0,287884.0
20210222.0,74.4,21.4,0.07072000000000003,0.0638,0.07880000000000001,0.8573999999999999,57420.6,57517.8,44160.0,54096.6,330513978.5,0.13,0.12,0.09,33.74,24.61,1094544.0,761941.0,285383.0
20210221.0,74.4,21.4,0.07072000000000003,0.0638,0.07880000000000001,0.8573999999999999,55851.4,58336.3,55489.6,57423.0,143658132.7,0.12,0.1,0.1,29.52,25.4,1047141.0,680893.0,271645.0
20210220.0,74.4,21.4,0.07072000000000003,0.0638,0.07880000000000001,0.8573999999999999,55893.6,57622.6,53463.3,55851.5,190744601.4,0.13,0.16,0.12,37.06,33.07,1187083.0,830094.0,320475.0
20210219.0,27.0,12.0,0.4404,0.0,0.071,0.929,51561.1,56317.7,50727.0,55890.5,200656740.9,0.13,0.09,0.08,33.02,27.56,1248515.0,884319.0,341586.0
20210218.0,74.4,21.4,0.07072000000000003,0.0638,0.07880000000000001,0.8573999999999999,52114.3,52522.9,50906.4,51568.9,113272339.2,0.15,0.13,0.15,29.65,23.89,1138881.0,820203.0,316952.0
20210217.0,74.4,21.4,0.07072000000000003,0.0638,0.07880000000000001,0.8573999999999999,49147.7,52609.6,48931.1,52118.1,170893567.5,0.14,0.1,0.09,33.69,23.89,1134666.0,829226.0,317666.0
20210216.0,74.4,21.4,0.07072000000000003,0.0638,0.07880000000000001,0.8573999999999999,47913.1,50619.3,47023.9,49147.7,176084748.8,0.07,0.1,0.12,28.98,22.97,989854.0,745457.0,296388.0
20210215.0,74.4,21.4,0.07072000000000003,0.0638,0.07880000000000001,0.8573999999999999,48587.2,49003.6,42841.6,47904.4,188990056.3,0.15,0.12,0.04,26.28,24.8,1140491.0,769869.0,308496.0
20210214.0,74.4,21.4,0.07072000000000003,0.0638,0.07880000000000001,0.8573999999999999,47152.5,49686.9,47026.3,48591.9,163299915.8,0.08,0.09,0.15,26.28,26.64,1122976.0,698818.0,298254.0
20210213.0,74.4,21.4,0.07072000000000003,0.0638,0.07880000000000001,0.8573999999999999,47305.4,48120.5,46225.5,47152.6,129227867.9,0.11,0.14,0.14,34.65,35.84,1217682.0,788028.0,336624.0
20210212.0,55.0,22.0,-0.8934,0.319,0.043,0.638,47963.1,48958.8,46181.2,47310.7,159561721.4,0.17,0.13,0.13,41.58,34.72,1157108.0,857246.0,343306.0
20210211.0,74.4,21.4,0.07072000000000003,0.0638,0.07880000000000001,0.8573999999999999,44806.1,48647.6,44005.8,47941.5,188171652.0,0.11,0.08,0.08,43.56,34.72,1052110.0,796146.0,304739.0
20210210.0,60.0,28.0,0.5106,0.0,0.216,0.784,46430.0,47300.0,43687.5,44812.2,198189685.6,0.16,0.12,0.18,47.52,34.72,1191329.0,861426.0,340758.0
20210209.0,74.4,21.4,0.07072000000000003,0.0638,0.07880000000000001,0.8573999999999999,46374.6,48139.3,44961.0,46434.8,201891604.0,0.25,0.13,0.19,71.28,36.96,1174227.0,903883.0,360137.0
20210208.0,74.4,21.4,0.07072000000000003,0.0638,0.07880000000000001,0.8573999999999999,38807.6,46767.9,38010.0,46373.5,212132648.4,0.11,0.06,0.06,59.4,33.6,1249543.0,822971.0,335223.0
20210207.0,74.4,21.4,0.07072000000000003,0.0638,0.07880000000000001,0.8573999999999999,39195.4,39623.6,37341.4,38807.6,91972455.83,0.1,0.16,0.07,27.72,29.12,1159518.0,718596.0,286364.0
20210206.0,118.0,17.0,0.0,0.0,0.0,1.0,38294.4,40964.2,38217.5,39195.5,153897343.5,0.1,0.03,0.07,17.54,22.59,1147256.0,795079.0,333886.0
