Time,Compound,Close,Volume,FundingRate,Bitcoin_SVI,Cryptocurrency_SVI,No. of Active Addresses,No. of Unique Addresses,Transactions,Close_mean,Close_std
2020-04-14 00:00:00,0.211225,6869.5,10645655.59,0.0033333333333333335,6.28,3.54,843493,583665.0,299391.0,6872.600000000001,32.105295513443984
2020-04-15 00:00:00,0.211225,6621.9,12014013.68,-0.01,5.93,3.63,926278,612959.0,310253.0,6869.733333333334,31.750643038195797
2020-04-16 00:00:00,0.0,7101.0,18215756.03,-0.02,6.63,3.89,880665,635870.0,322903.0,6776.5,134.8048960535436
2020-04-17 00:00:00,0.211225,7026.3,10388113.34,0.006666666666666667,6.11,3.72,844316,579437.0,284222.0,6864.133333333334,239.59508203078602
2020-04-18 00:00:00,0.211225,7248.8,9213043.586,-0.01,5.59,3.72,847811,562996.0,289134.0,6916.400000000001,257.76483468465057
2020-04-19 00:00:00,0.211225,7120.7,8994522.022,-0.016666666666666666,5.76,4.34,718815,485888.0,251984.0,7125.366666666666,113.23366696056576
2020-04-20 00:00:00,0.211225,6828.6,16732007.28,0.0033333333333333335,6.11,3.97,842251,619559.0,310810.0,7131.933333333333,111.67454201086409
2020-04-21 00:00:00,0.211225,6843.1,11010857.51,-0.01,5.93,4.06,818062,610555.0,310851.0,7066.033333333334,215.36792549805776
2020-04-22 00:00:00,0.3182,7125.5,9629088.905,0.0,5.76,4.15,762361,574265.0,278755.0,6930.8,164.6179516334873
2020-04-23 00:00:00,0.211225,7484.0,22605348.53,-0.023333333333333334,6.63,4.34,935989,666919.0,329045.0,6932.400000000001,167.3865884711351
2020-04-24 00:00:00,0.211225,7503.9,11999199.49,0.01,6.81,4.34,893187,641059.0,320055.0,7150.866666666668,321.20212224288866
2020-04-25 00:00:00,0.211225,7543.0,14117424.76,0.01,6.28,4.89,813456,554934.0,280805.0,7371.133333333332,212.95728053610316
2020-04-26 00:00:00,0.211225,7692.8,12668979.13,0.01,7.2,4.34,724250,499998.0,252833.0,7510.299999999999,30.016162312951263
2020-04-27 00:00:00,0.211225,7771.8,14390225.64,0.01,7.6,4.25,876229,629817.0,311217.0,7579.899999999999,99.70962842171562
2020-04-28 00:00:00,0.211225,7740.3,10808620.91,0.01,7.4,4.25,926669,644967.0,323475.0,7669.200000000001,116.21135916938326
2020-04-29 00:00:00,0.211225,8777.6,52463607.01,0.01,11.2,5.05,911617,679872.0,331401.0,7734.966666666667,39.76912537795963
2020-04-30 00:00:00,0.0,8624.3,76967745.02,0.04,13.2,5.22,947585,687395.0,321972.0,8096.566666666667,590.002426548674
2020-05-01 00:00:00,0.002414285714285716,8826.3,33480421.3,0.016666666666666666,9.8,4.78,955523,680654.0,340574.0,8380.733333333334,559.9029945743456
2020-05-02 00:00:00,0.002414285714285716,8971.1,19676652.98,0.01,9.2,4.69,970554,578296.0,286773.0,8742.733333333334,105.41709222566986
2020-05-03 00:00:00,0.002414285714285716,8892.1,33103252.73,0.013333333333333334,8.28,4.96,909805,553075.0,281752.0,8807.233333333332,174.184423337205
2020-05-04 00:00:00,0.002414285714285716,8870.5,30837060.4,0.013333333333333334,7.74,4.41,889636,651350.0,326098.0,8896.5,72.50020689611907
2020-05-05 00:00:00,0.002414285714285716,9021.1,23221444.54,0.01,7.92,4.59,970464,652289.0,329075.0,8911.233333333334,52.9589778348599
2020-05-06 00:00:00,0.002414285714285716,9145.9,37722727.89,0.01,8.82,4.77,972369,671519.0,333395.0,8927.9,81.43291717714386
2020-05-07 00:00:00,0.002414285714285716,9983.5,51022081.06,0.02,10.98,5.23,1020443,696092.0,341986.0,9012.5,137.9012690296158
2020-05-08 00:00:00,0.002414285714285716,9797.8,34125127.5,0.02,12.06,5.69,949216,670883.0,323625.0,9383.5,523.3486027496151
2020-05-09 00:00:00,0.0,9538.2,30867221.5,0.056666666666666664,10.62,5.51,906900,631542.0,312399.0,9642.4,439.892384566921
2020-05-10 00:00:00,0.002414285714285716,8725.6,69392679.98,0.03666666666666667,9.36,4.96,869262,571802.0,286789.0,9773.166666666666,223.66967459471007
2020-05-11 00:00:00,0.0,8560.9,90198703.45,0.01,11.38,4.04,999192,645065.0,305839.0,9353.866666666667,559.3632928011151
2020-05-12 00:00:00,0.002414285714285716,8810.5,33061071.19,0.01,8.22,3.97,954129,686850.0,345215.0,8941.566666666668,523.2208169915542
2020-05-13 00:00:00,0.002414285714285716,9307.2,32231739.18,0.01,7.08,3.75,858458,619855.0,296796.0,8699.0,126.90827396185597
2020-05-14 00:00:00,0.0,9790.7,51588162.79,0.01,7.21,3.75,880861,593862.0,268750.0,8892.866666666667,379.906729781548
2020-05-15 00:00:00,-0.3818,9318.4,54085114.49,0.006666666666666667,6.2,3.61,895670,644507.0,310642.0,9302.800000000001,490.1148130795225
2020-05-16 00:00:00,0.002414285714285716,9382.4,22091623.65,0.01,5.44,3.82,880534,589910.0,296555.0,9472.1,275.9725167475466
2020-05-17 00:00:00,0.002414285714285716,9679.3,21760221.3,0.006666666666666667,6.48,4.34,763444,495954.0,236808.0,9497.166666666666,256.2135112231756
2020-05-18 00:00:00,0.002414285714285716,9731.2,33246175.59,0.006666666666666667,6.48,4.1,970423,602631.0,273723.0,9460.033333333333,192.56791875415806
2020-05-19 00:00:00,0.002414285714285716,9777.2,30215416.8,0.0033333333333333335,5.9,3.86,890493,581379.0,274897.0,9597.633333333333,188.1952266485762
2020-05-20 00:00:00,0.296,9512.5,28786425.23,0.01,5.9,3.86,865708,604523.0,280037.0,9729.233333333334,48.97962161256211
2020-05-21 00:00:00,0.1027,9064.8,46570300.92,0.0033333333333333335,6.34,3.78,928630,624412.0,298483.0,9673.633333333333,141.4282974984475
2020-05-22 00:00:00,0.002414285714285716,9168.0,23049114.42,0.0,5.76,3.71,797526,,278784.0,9451.5,360.09608439967104
2020-05-23 00:00:00,0.002414285714285716,9177.3,15010214.06,0.0033333333333333335,5.04,3.78,848702,558174.0,269230.0,9248.433333333332,234.4375467652464
2020-05-24 00:00:00,0.002414285714285716,8716.0,27066991.11,0.01,5.76,4.34,807939,458476.0,214530.0,9136.699999999999,62.4406117841053
2020-05-25 00:00:00,0.002414285714285716,8899.2,27301546.8,0.006666666666666667,6.56,4.34,828919,551378.0,265875.0,9020.433333333332,263.68800377208333
2020-05-26 00:00:00,0.002414285714285716,8840.0,19195097.12,0.0033333333333333335,6.08,4.17,852839,605213.0,295782.0,8930.833333333334,232.27122794979556
2020-05-27 00:00:00,0.0,9201.9,21361348.93,0.0033333333333333335,5.92,4.0,913075,603823.0,292927.0,8818.4,93.4905342800671
2020-05-28 00:00:00,0.002414285714285716,9577.2,30533003.16,-0.01,5.76,4.08,866559,617362.0,299910.0,8980.366666666667,194.12347445197395
2020-05-29 00:00:00,0.002414285714285716,9426.1,20415841.07,0.0,5.6,3.91,852420,591013.0,280960.0,9206.366666666667,368.620296963295
2020-05-30 00:00:00,0.002414285714285716,9696.1,25752216.89,0.006666666666666667,4.96,4.25,902498,556912.0,286046.0,9401.733333333334,188.83279199680553
2020-05-31 00:00:00,0.002414285714285716,9450.0,23070281.26,0.01,5.76,4.34,801889,495162.0,258427.0,9566.466666666667,135.31963395350104
2020-06-01 00:00:00,0.4019,10201.0,36781394.78,0.006666666666666667,5.94,4.16,870833,623944.0,308312.0,9524.066666666666,149.46371912042528
2020-06-02 00:00:00,0.4019,9518.3,45687197.01,0.03666666666666667,8.64,4.61,899961,638403.0,304114.0,9782.366666666667,382.8599003987093
