Time,Compound,Close,Volume,FundingRate,Bitcoin_SVI,Cryptocurrency_SVI,No. of Active Addresses,No. of Unique Addresses,Transactions,Close_mean,Close_std
2020-06-03 00:00:00,0.4019,9667.5,17571165.62,0.01,6.84,4.07,950153,646746.0,314000.0,9723.1,415.28006212672494
2020-06-04 00:00:00,0.4019,9790.2,22429713.75,0.01,6.3,4.43,884109,628388.0,318285.0,9795.6,358.92482499818317
2020-06-05 00:00:00,0.4019,9622.4,22769910.31,0.01,6.12,3.98,918647,643217.0,327082.0,9658.666666666666,136.16505914995244
2020-06-06 00:00:00,0.4019,9668.6,13596973.33,0.01,5.04,4.07,771819,548424.0,284873.0,9693.366666666667,86.83906570956329
2020-06-07 00:00:00,0.4019,9745.1,27303228.34,0.01,5.4,4.34,690992,487527.0,252368.0,9693.733333333332,86.67740959044541
2020-06-08 00:00:00,0.4019,9775.8,13035500.49,0.01,5.94,4.25,986341,625333.0,317275.0,9678.7,61.9703961579763
2020-06-09 00:00:00,0.4019,9772.4,27123625.31,0.01,5.94,4.43,910121,644690.0,327074.0,9729.833333333334,55.206551543357556
2020-06-10 00:00:00,0.4019,9881.9,22550205.08,0.01,5.94,4.34,909669,645485.0,325163.0,9764.433333333334,16.829240425792825
2020-06-11 00:00:00,0.4019,9280.6,46587698.24,0.01,6.48,4.07,1048342,673800.0,332490.0,9810.033333333333,62.26157188273295
2020-06-12 00:00:00,0.4019,9466.6,17280083.15,0.006666666666666667,5.94,4.07,909615,635165.0,318274.0,9644.966666666667,320.26530148192825
2020-06-13 00:00:00,0.4019,9473.1,10083934.81,0.006666666666666667,4.5,3.89,800767,541115.0,280181.0,9543.033333333333,307.85055356992916
2020-06-14 00:00:00,0.4019,9340.6,12849286.28,0.01,4.68,3.72,698545,502951.0,275723.0,9406.766666666668,109.31186272913871
2020-06-15 00:00:00,0.4019,9425.3,37501853.86,0.006666666666666667,6.18,3.63,867844,606713.0,294468.0,9426.766666666668,74.69326163258486
2020-06-16 00:00:00,0.4019,9524.6,21523992.03,-0.01,5.99,3.63,986219,683561.0,340517.0,9413.0,67.10089418167705
2020-06-17 00:00:00,0.4019,9464.5,19296934.23,0.0033333333333333335,5.62,3.8,918592,669086.0,333547.0,9430.166666666666,92.0964892561803
2020-06-18 00:00:00,0.4019,9387.4,14321567.85,-0.0033333333333333335,5.24,3.72,854866,582343.0,283897.0,9471.466666666667,50.01523101329384
2020-06-19 00:00:00,0.4019,9309.9,17227522.69,0.0033333333333333335,5.05,3.63,947402,674050.0,344142.0,9458.833333333334,68.77531049230814
2020-06-20 00:00:00,0.4019,9358.0,12140491.81,0.006666666666666667,4.49,3.47,760742,553650.0,284123.0,9387.266666666668,77.30008624390123
2020-06-21 00:00:00,0.4019,9295.0,8723412.376,0.0033333333333333335,4.68,4.34,710176,475037.0,259440.0,9351.766666666668,39.12420393203108
2020-06-22 00:00:00,0.4019,9685.8,20693090.67,0.01,6.17,4.74,850006,603576.0,301396.0,9320.966666666667,32.92572449188741
2020-06-23 00:00:00,0.4019,9623.7,15509195.48,0.01,6.38,4.74,1034537,704215.0,355256.0,9446.266666666665,209.81995456417707
2020-06-24 00:00:00,0.4019,9296.7,26407474.63,0.01,5.96,4.74,917620,625283.0,312321.0,9534.833333333334,210.0098172307949
2020-06-25 00:00:00,0.4019,9247.0,27277671.17,0.01,5.74,4.34,901033,631260.0,312183.0,9535.4,209.039159010886
2020-06-26 00:00:00,0.4019,9164.4,23256074.7,0.01,5.74,5.45,929963,646111.0,330381.0,9389.133333333333,204.65498609443944
2020-06-27 00:00:00,0.4019,9012.7,22098336.75,0.01,5.32,4.64,761896,546558.0,275489.0,9236.033333333333,66.82831236323487
2020-06-28 00:00:00,0.4019,9119.1,16167462.11,0.01,4.68,3.72,686270,500152.0,264909.0,9141.366666666667,118.83611964937207
2020-06-29 00:00:00,0.4019,9191.1,18164728.28,0.006666666666666667,4.68,3.47,962232,625207.0,315424.0,9098.733333333332,77.8737653726901
2020-06-30 00:00:00,0.4019,9136.6,13205668.17,0.01,4.68,3.47,926238,621031.0,299733.0,9107.633333333333,89.75106313197941
2020-07-01 00:00:00,0.22745,9231.4,19313717.22,0.01,4.33,3.47,1078007,758469.0,382570.0,9148.933333333334,37.551076327044626
2020-07-02 00:00:00,0.22745,9086.1,22009723.03,0.01,4.51,3.64,951042,674745.0,339469.0,9186.366666666667,47.576920174792086
2020-07-03 00:00:00,0.22745,9058.8,12000862.6,0.01,3.99,3.47,944676,661454.0,331009.0,9151.366666666667,73.76695285369662
2020-07-04 00:00:00,0.22745,9135.9,11365928.56,0.01,3.81,3.64,799989,561108.0,288647.0,9125.433333333334,92.77943378421936
2020-07-05 00:00:00,0.22745,9072.4,22045158.2,0.01,4.32,4.34,771473,509206.0,274104.0,9093.6,39.09334981794253
2020-07-06 00:00:00,0.22745,9342.9,34101061.35,0.01,4.88,4.64,989688,678157.0,338767.0,9089.033333333333,41.15341217106408
2020-07-07 00:00:00,0.22745,9254.9,30098389.26,0.01,4.7,5.14,969354,706177.0,345975.0,9183.733333333334,141.4516996480393
2020-07-08 00:00:00,0.22745,9435.3,24888589.34,0.01,5.26,6.35,1024085,702636.0,347455.0,9223.4,137.97372938347644
2020-07-09 00:00:00,0.22745,9235.1,24762314.24,0.01,4.88,5.75,1033334,708162.0,362718.0,9344.366666666667,90.20894264603139
2020-07-10 00:00:00,0.4549,9286.9,18498117.24,0.01,4.51,4.94,976205,681724.0,345996.0,9308.433333333332,110.31488264652144
2020-07-11 00:00:00,0.22745,9232.5,12748633.72,0.01,4.32,5.04,885970,601249.0,306771.0,9319.1,103.91169327838992
2020-07-12 00:00:00,0.22745,9298.6,13174635.28,0.01,3.13,4.96,745665,525851.0,282364.0,9251.5,30.68484968162298
2020-07-13 00:00:00,0.22745,9242.6,19481242.85,0.01,3.41,5.36,909653,638906.0,310227.0,9272.666666666666,35.273833550050234
2020-07-14 00:00:00,0.22745,9253.3,15757909.8,0.01,3.68,5.56,993499,734433.0,359847.0,9257.9,35.607162200654386
2020-07-15 00:00:00,0.4549,9198.9,14428470.61,0.01,4.5,5.56,971186,671171.0,316064.0,9264.833333333334,29.728157247243992
2020-07-16 00:00:00,0.22745,9133.4,16957225.84,0.01,5.58,5.56,966383,709099.0,345849.0,9231.6,28.819958361946075
2020-07-17 00:00:00,0.22745,9154.1,11101702.45,0.01,3.81,5.16,847984,629600.0,293907.0,9195.199999999999,60.03557278801605
2020-07-18 00:00:00,0.22745,9168.9,12435784.2,0.01,5.58,9.51,892684,632584.0,311022.0,9162.133333333333,33.480790512163345
2020-07-19 00:00:00,0.0,9206.6,13991238.88,0.01,4.68,4.96,872974,550119.0,277093.0,9152.133333333333,17.831526387823796
2020-07-20 00:00:00,0.22745,9159.9,16242272.54,0.01,4.29,4.96,940265,644972.0,309747.0,9176.533333333333,27.069601646846323
2020-07-21 00:00:00,0.22745,9385.4,27440003.94,0.01,5.07,5.26,927506,660884.0,312871.0,9178.466666666667,24.77626552406342
2020-07-22 00:00:00,0.22745,9516.1,25105729.03,0.01,4.88,5.46,1017627,748958.0,364792.0,9250.633333333333,119.02421322284303
2020-07-23 00:00:00,0.22745,9603.0,29514427.94,0.01,5.85,5.66,977856,696765.0,336245.0,9353.800000000001,180.19026055805838
2020-07-24 00:00:00,0.22745,9540.2,21509887.29,0.01,5.46,5.26,1083981,740460.0,369432.0,9501.5,109.53223269876814
2020-07-25 00:00:00,0.0,9699.6,24221598.07,0.01,5.46,5.46,972156,619497.0,293883.0,9553.1,44.863236619481825
2020-07-26 00:00:00,0.22745,9931.0,42443947.98,0.01,7.56,5.58,999311,608050.0,298580.0,9614.266666666668,80.29503928205885
2020-07-27 00:00:00,0.22745,11026.5,122171905.2,0.07,11.76,6.03,1022491,690892.0,326769.0,9723.6,196.5023155079131
2020-07-28 00:00:00,0.22745,10909.8,94002261.64,0.10333333333333333,12.6,6.12,1059084,745966.0,354742.0,10219.033333333333,708.7935548051313
2020-07-29 00:00:00,0.22745,11101.0,60682503.56,0.08333333333333333,9.87,5.76,1039672,717842.0,346521.0,10622.433333333332,601.635074886169
2020-07-30 00:00:00,0.22745,11100.3,49449031.08,0.06333333333333334,8.82,5.22,968423,689993.0,327789.0,11012.433333333334,96.37304256522702
2020-07-31 00:00:00,0.22745,11336.4,50063703.11,0.06333333333333334,9.03,5.49,1062923,733209.0,356906.0,11037.033333333333,110.1878547448793
2020-08-01 00:00:00,0.3794074074074074,11799.4,68483640.24,0.03333333333333333,11.13,7.02,954055,644333.0,296705.0,11179.233333333332,136.11077596309573
2020-08-02 00:00:00,0.5267,11070.6,89202389.65,0.06333333333333334,6.84,6.2,950873,616214.0,287869.0,11412.033333333333,355.6339456987639
2020-08-03 00:00:00,0.3794074074074074,11220.6,50278564.07,0.03333333333333333,5.68,5.56,1080975,708227.0,333753.0,11402.133333333333,368.8197572436585
2020-08-04 00:00:00,0.10606666666666666,11188.7,42836893.49,0.03333333333333333,5.16,5.16,1003351,708169.0,329032.0,11363.533333333333,384.85037785257776
2020-08-05 00:00:00,0.3794074074074074,11741.2,52656162.22,0.023333333333333334,5.42,5.16,957619,655315.0,291814.0,11159.966666666667,79.02027166035396
2020-08-06 00:00:00,0.4201,11764.2,43614008.51,0.03333333333333333,5.94,5.24,1120216,762479.0,356612.0,11383.5,310.1876367619112
2020-08-07 00:00:00,0.4215,11592.3,60108914.23,0.03,5.29,4.92,1049182,707225.0,326499.0,11564.700000000003,325.8285592147143
2020-08-08 00:00:00,0.3794074074074074,11765.7,43387835.85,0.013333333333333334,4.52,4.92,951540,625679.0,283631.0,11699.233333333332,93.3182904540583
2020-08-09 00:00:00,0.7351,11682.2,36842382.49,0.013333333333333334,6.12,6.2,911571,564507.0,268402.0,11707.4,99.68234547769514
2020-08-10 00:00:00,0.3794074074074074,11890.1,63427375.94,0.05000000000000001,7.74,6.39,967780,683507.0,308367.0,11680.066666666666,86.71968250211863
2020-08-11 00:00:00,0.4939,11392.1,73435511.92,0.02,7.56,6.58,1086328,744212.0,349952.0,11779.333333333334,104.61836996085648
2020-08-12 00:00:00,0.3794074074074074,11564.7,41577942.73,0.02666666666666667,7.02,6.39,1049344,733894.0,346405.0,11654.800000000001,250.12810717697343
2020-08-13 00:00:00,0.3094,11775.6,48028002.87,0.01,6.66,7.15,952528,690043.0,325346.0,11615.633333333333,252.87675522528667
2020-08-14 00:00:00,0.3794074074074074,11759.7,34125775.08,0.02333333333333333,6.66,7.05,1086754,755913.0,365679.0,11577.466666666667,192.06848604930025
2020-08-15 00:00:00,0.3794074074074074,11854.4,48282087.27,0.02666666666666667,6.3,6.77,973628,664922.0,313760.0,11700.0,117.44262428919937
2020-08-16 00:00:00,0.3794074074074074,11910.1,44109139.1,0.030000000000000002,6.12,6.82,892624,571198.0,285069.0,11796.566666666666,50.71216159132841
2020-08-17 00:00:00,0.3794074074074074,12280.8,65821861.61,0.03333333333333333,8.1,6.55,878796,652100.0,292944.0,11841.400000000001,76.03808256347996
2020-08-18 00:00:00,0.3794074074074074,11945.4,62737295.58,0.09666666666666668,7.74,6.12,1008612,739835.0,346036.0,12015.099999999999,231.78220380332516
2020-08-19 00:00:00,0.3794074074074074,11753.3,67083607.1,0.07666666666666667,7.02,6.2,988648,710405.0,333879.0,12045.433333333334,204.59624467046999
2020-08-20 00:00:00,0.3794074074074074,11858.0,35922896.97,0.016666666666666666,6.48,6.03,994559,705709.0,333683.0,11993.166666666666,266.9743495792442
2020-08-21 00:00:00,0.3794074074074074,11529.4,48133950.69,0.013333333333333334,5.76,6.12,1095556,675988.0,314297.0,11852.233333333332,96.17974492201759
2020-08-22 00:00:00,0.3794074074074074,11665.3,31954463.63,0.01,5.4,6.03,950674,649053.0,311699.0,11713.566666666666,167.86465778498012
2020-08-23 00:00:00,0.0,11647.4,25727159.41,0.01,5.4,5.58,906460,569381.0,288728.0,11684.233333333332,165.11615103698796
2020-08-24 00:00:00,0.3794074074074074,11751.4,26403569.7,0.01,6.56,5.49,944242,674821.0,329133.0,11614.033333333333,73.83903664912839
2020-08-25 00:00:00,0.3794074074074074,11320.7,50297421.23,0.01,6.75,5.76,951716,678008.0,304409.0,11688.033333333333,55.60218820576519
2020-08-26 00:00:00,0.3794074074074074,11460.7,42797831.36,0.023333333333333334,5.98,5.67,1030264,696908.0,324184.0,11573.166666666666,224.74110290125384
2020-08-27 00:00:00,0.4019,11327.9,54132236.31,0.01,5.79,5.4,947577,702891.0,328157.0,11510.933333333334,219.70016689405057
2020-08-28 00:00:00,0.3794074074074074,11527.4,32362796.51,0.01,5.59,5.22,1080096,720277.0,352722.0,11369.766666666668,78.83281888451096
2020-08-29 00:00:00,0.3794074074074074,11467.4,25519800.91,0.01,4.63,5.49,972062,617518.0,292783.0,11438.666666666666,101.55866941465881
2020-08-30 00:00:00,0.3794074074074074,11711.0,32896421.41,0.01,5.4,6.2,821271,555079.0,269114.0,11440.9,102.35599640442427
2020-08-31 00:00:00,0.3794074074074074,11651.6,33293706.41,0.01,5.82,5.83,935410,662241.0,302920.0,11568.6,126.91855656261744
2020-09-01 00:00:00,0.12111666666666666,11922.4,52596404.71,0.016666666666666666,6.85,6.2,1074307,795329.0,376508.0,11610.0,127.01637689659128
2020-09-02 00:00:00,0.12111666666666666,11387.6,61354174.4,0.04,7.06,6.47,1029017,714425.0,317449.0,11761.666666666666,142.33233411022545
2020-09-03 00:00:00,0.12111666666666666,10136.2,94769303.96,0.03,7.89,6.38,983249,691592.0,310922.0,11653.866666666667,267.40720508854804
2020-09-04 00:00:00,0.12111666666666666,10447.2,106170415.5,0.013333333333333334,8.52,6.1,1004854,680093.0,298286.0,11148.733333333335,916.7445518427077
2020-09-05 00:00:00,0.12111666666666666,10166.4,133940966.2,0.01,7.27,6.01,984198,685736.0,325523.0,10657.0,651.5462531547341
2020-09-06 00:00:00,0.12111666666666666,10254.3,64904632.11,0.01,5.04,5.58,988383,557370.0,262820.0,10249.933333333334,171.50397468665676
2020-09-07 00:00:00,0.12111666666666666,10372.1,51650116.33,0.01,5.04,5.2,1086059,672721.0,327662.0,10289.3,143.63464066856162
2020-09-08 00:00:00,0.12111666666666666,10127.1,60912156.03,0.01,5.04,4.93,974053,693543.0,332668.0,10264.266666666665,103.21154651162355
2020-09-09 00:00:00,0.12111666666666666,10219.7,30600579.13,0.01,4.73,7.43,968245,681429.0,314864.0,10251.166666666666,122.53005073581463
2020-09-10 00:00:00,0.0,10338.0,39177534.49,0.01,4.25,5.02,1103924,745318.0,345981.0,10239.633333333333,123.71036065472313
2020-09-11 00:00:00,0.12111666666666666,10386.9,24470994.07,0.01,3.94,4.83,951505,677215.0,308323.0,10228.266666666668,105.71065856062947
2020-09-12 00:00:00,0.12111666666666666,10440.2,17296369.99,0.01,3.62,4.83,890683,604531.0,300152.0,10314.866666666667,85.96698978863422
2020-09-13 00:00:00,0.12111666666666666,10329.6,28938920.31,0.01,4.68,4.96,803998,540351.0,255110.0,10388.366666666667,51.11578360268905
2020-09-14 00:00:00,0.12111666666666666,10672.9,39353163.8,0.01,5.27,4.39,1016193,726085.0,354020.0,10385.566666666668,55.312054141181875
2020-09-15 00:00:00,0.12111666666666666,10785.0,47177935.05,-0.006666666666666667,5.27,4.55,976024,718787.0,332957.0,10480.900000000001,175.23153255045207
2020-09-16 00:00:00,0.12111666666666666,10954.7,46111235.93,-0.006666666666666667,5.46,4.23,1064243,747111.0,342609.0,10595.833333333334,237.27988396260946
2020-09-17 00:00:00,0.0,10938.7,33985407.1,0.0,5.07,4.31,1101957,740029.0,348581.0,10804.199999999999,141.87772904853375
2020-09-18 00:00:00,0.12111666666666666,10932.3,22964818.35,0.006666666666666667,4.68,4.39,974291,687638.0,325157.0,10892.800000000001,93.69967982851436
2020-09-19 00:00:00,0.12111666666666666,11081.6,20826842.08,-0.006666666666666667,4.29,4.06,892685,624125.0,296357.0,10941.9,11.53776407993767
2020-09-20 00:00:00,0.12111666666666666,10919.5,24039099.07,-0.01,4.32,4.96,820833,535691.0,259095.0,10984.200000000003,84.41155134199839
2020-09-21 00:00:00,0.12111666666666666,10417.1,51304371.61,-0.01,5.3,5.14,946997,644695.0,297605.0,10977.799999999997,90.12097425107603
2020-09-22 00:00:00,0.12111666666666666,10528.8,26103733.99,0.01,4.91,5.05,968239,678668.0,312989.0,10806.066666666668,346.4684737942288
2020-09-23 00:00:00,0.12111666666666666,10241.7,31686806.7,0.0033333333333333335,4.71,4.78,1013565,733591.0,349938.0,10621.800000000001,263.7957353710923
2020-09-24 00:00:00,0.12111666666666666,10736.3,29881440.28,0.0,4.32,4.33,943668,684217.0,316552.0,10395.866666666667,144.72298826833625
2020-09-25 00:00:00,0.12111666666666666,10688.2,22619114.45,-0.006666666666666667,4.52,4.33,1140261,741029.0,353070.0,10502.266666666668,248.36526192950745
2020-09-26 00:00:00,0.12111666666666666,10729.0,14666559.62,0.01,4.12,4.15,952990,591249.0,276162.0,10555.4,272.73461459810653
2020-09-27 00:00:00,0.12111666666666666,10772.4,12675761.19,0.01,3.96,4.34,784428,538619.0,259382.0,10717.833333333334,25.921484010476075
2020-09-28 00:00:00,0.12111666666666666,10693.2,18483736.16,0.01,4.36,4.72,884124,629197.0,295476.0,10729.866666666667,42.10668988777164
2020-09-29 00:00:00,0.36335,10840.2,12002442.83,0.01,4.36,4.82,998051,735651.0,347696.0,10731.533333333335,39.660727846383544
2020-09-30 00:00:00,0.12111666666666666,10777.2,10047258.7,0.01,4.16,5.2,1118241,748143.0,351417.0,10768.6,73.57363658247722
2020-10-01 00:00:00,0.40526666666666666,10620.1,24280779.68,0.01,4.16,4.82,922880,679937.0,304757.0,10770.2,73.74957626976837
2020-10-02 00:00:00,0.40526666666666666,10566.5,21111241.49,0.0033333333333333335,4.36,4.43,996361,689077.0,315443.0,10745.833333333334,113.35300319490683
2020-10-03 00:00:00,0.40526666666666666,10539.0,6507069.821,0.01,3.96,4.53,1002444,642826.0,310855.0,10654.6,109.50484007556086
2020-10-04 00:00:00,0.40526666666666666,10664.1,6253865.131,0.006666666666666667,3.96,4.34,923546,562147.0,268019.0,10575.199999999999,41.24402987071933
2020-10-05 00:00:00,0.40526666666666666,10792.4,10142571.75,-0.0033333333333333335,4.36,4.82,946902,635097.0,294986.0,10589.866666666667,65.74194500704664
2020-10-06 00:00:00,0.3382,10570.3,19270328.88,-0.006666666666666667,4.16,4.82,978521,692891.0,317922.0,10665.166666666666,126.70336749000262
2020-10-07 00:00:00,0.40526666666666666,10667.1,15043704.95,0.0033333333333333335,3.96,4.14,1063425,762636.0,370554.0,10675.599999999999,111.49569498403501
2020-10-08 00:00:00,0.40526666666666666,10923.6,20788596.2,0.0,4.36,4.34,1033122,698982.0,330227.0,10676.6,111.35434432465101
2020-10-09 00:00:00,0.40526666666666666,11052.9,12413609.64,0.01,4.36,4.14,1006667,714645.0,339343.0,10720.333333333334,182.5665997199512
2020-10-10 00:00:00,0.40526666666666666,11294.4,17182282.65,0.01,4.75,4.34,917402,631182.0,298486.0,10881.199999999999,196.36376957057496
2020-10-11 00:00:00,0.8776,11371.0,10789988.67,0.01,4.32,3.72,791020,541483.0,256096.0,11090.300000000001,188.20794350918973
2020-10-12 00:00:00,0.40526666666666666,11530.7,21720351.07,0.01,4.51,3.55,945894,658073.0,314174.0,11239.433333333334,166.0207918704354
2020-10-13 00:00:00,0.40526666666666666,11419.4,15972907.69,0.01,4.51,3.72,1049377,732250.0,333215.0,11398.699999999999,120.56073158349334
2020-10-14 00:00:00,0.40526666666666666,11416.4,15230957.3,0.01,4.51,3.47,952949,680468.0,314541.0,11440.366666666667,81.88848107810233
2020-10-15 00:00:00,0.40526666666666666,11503.9,21213508.96,0.01,4.51,3.63,1035214,743078.0,340993.0,11455.5,65.14238251664442
2020-10-16 00:00:00,0.40526666666666666,11317.9,17615980.29,0.01,4.32,3.55,973228,712317.0,324647.0,11446.566666666666,49.67477562383517
2020-10-17 00:00:00,0.40526666666666666,11361.3,7530971.688,0.01,3.94,3.55,851147,586741.0,275069.0,11412.733333333332,93.05419567800105
2020-10-18 00:00:00,0.40526666666666666,11502.3,7700676.269,0.01,5.76,4.34,744786,512486.0,231557.0,11394.366666666667,97.30906090020835
2020-10-19 00:00:00,0.40526666666666666,11750.0,14625643.32,0.01,6.58,4.54,930306,679146.0,303929.0,11393.833333333334,96.4087824489055
2020-10-20 00:00:00,0.40526666666666666,11909.6,28649157.2,0.01,8.5,4.75,1011847,713764.0,330563.0,11537.866666666667,196.77566753355003
2020-10-21 00:00:00,0.40526666666666666,12785.1,65214802.65,0.0033333333333333335,13.71,6.09,1013298,687152.0,311292.0,11720.633333333333,205.23187699104065
2020-10-22 00:00:00,0.40526666666666666,12967.7,48976702.72,0.01,14.26,6.4,1048775,753892.0,339087.0,12148.233333333332,557.2857465728372
2020-10-23 00:00:00,0.40526666666666666,12924.6,26277001.12,0.01,11.52,5.06,977710,712518.0,323869.0,12554.133333333333,565.5997731021691
2020-10-24 00:00:00,0.40526666666666666,13110.6,17613345.27,0.01,9.33,4.96,1098917,657714.0,306774.0,12892.466666666667,95.4468613062231
2020-10-25 00:00:00,0.40526666666666666,13031.3,17483435.33,0.01,6.48,4.34,851199,547380.0,242273.0,13000.966666666667,97.36017323939248
2020-10-26 00:00:00,0.40526666666666666,13055.3,24137486.7,0.01,7.24,4.43,825846,579939.0,252494.0,13022.166666666666,93.33575592024525
2020-10-27 00:00:00,0.40526666666666666,13636.9,34302557.94,0.01,8.39,4.98,827512,600338.0,251938.0,13065.733333333332,40.666489069033574
2020-10-28 00:00:00,0.0,13270.8,52496498.43,0.006666666666666667,8.96,4.71,817505,615001.0,261340.0,13241.166666666666,342.92514246289244
2020-10-29 00:00:00,0.40526666666666666,13455.0,32168710.26,-0.01,7.43,4.61,887772,652778.0,276070.0,13321.0,294.0317499860494
2020-10-30 00:00:00,0.40526666666666666,13556.7,35442816.89,-0.006666666666666667,7.24,4.15,901403,635998.0,268364.0,13454.233333333332,183.0512041292996
2020-10-31 00:00:00,0.40526666666666666,13792.1,35200579.64,-0.016666666666666666,7.43,4.43,875335,613906.0,275796.0,13427.5,144.92028843420943
2020-11-01 00:00:00,0.5423,13758.7,17194847.05,0.0,6.84,4.34,897445,592197.0,276280.0,13601.266666666668,172.91253087379366
2020-11-02 00:00:00,0.11762500000000002,13550.9,29176290.99,0.0,7.22,4.34,777173,543348.0,224609.0,13702.5,127.36608653736288
2020-11-03 00:00:00,0.11762500000000002,14019.8,35861491.18,-0.0033333333333333335,6.65,4.24,1029970,727413.0,331673.0,13700.566666666666,130.6865461062328
2020-11-04 00:00:00,0.11762500000000002,14141.3,43464532.58,-0.006666666666666667,1.71,0.28,1175181,707247.0,320697.0,13776.466666666667,234.95434308216815
2020-11-05 00:00:00,0.296,15589.8,71710999.9,0.0,2.66,0.37,1071518,729209.0,318668.0,13904.0,311.76957837453386
2020-11-06 00:00:00,0.4404,15578.3,85899207.36,0.013333333333333334,3.04,0.37,1080743,756129.0,340351.0,14583.633333333331,873.4810148670324
2020-11-07 00:00:00,0.11762500000000002,14814.6,65926683.19,0.03,2.28,0.37,1055012,608746.0,270901.0,15103.133333333331,832.991946739655
2020-11-08 00:00:00,0.11762500000000002,15478.3,37234143.09,0.02,7.2,4.96,920529,555482.0,243047.0,15327.566666666666,444.2793753181784
2020-11-09 00:00:00,0.11762500000000002,15326.8,55734917.67,0.01,7.85,6.2,1188873,713629.0,326383.0,15290.4,415.07737832816065
2020-11-10 00:00:00,0.11762500000000002,15299.4,18125019.56,0.01,6.55,6.2,1026623,684892.0,303270.0,15206.566666666666,347.8023337085536
2020-11-11 00:00:00,0.11762500000000002,15688.4,29009509.08,0.01,7.2,6.2,1004339,713744.0,322277.0,15368.166666666666,96.35716544766582
2020-11-12 00:00:00,0.11762500000000002,16297.1,37911608.35,0.01,8.51,6.2,1064270,721180.0,324855.0,15438.199999999999,217.11222904242922
2020-11-13 00:00:00,0.11762500000000002,16320.9,28383384.22,0.01,9.16,6.2,999523,685725.0,300040.0,15761.633333333333,502.8654525149748
2020-11-14 00:00:00,0.11762500000000002,16064.7,18254961.33,0.01,7.2,6.2,915336,613373.0,273511.0,16102.133333333333,358.5011343539558
2020-11-15 00:00:00,0.11762500000000002,15954.0,15609155.46,0.006666666666666667,10.08,6.2,845204,555375.0,252715.0,16227.566666666666,141.54777756314866
2020-11-16 00:00:00,0.11762500000000002,16711.8,28699492.82,0.01,13.1,6.2,1041491,681273.0,311477.0,16113.199999999999,188.19694471414516
2020-11-17 00:00:00,0.11762500000000002,17665.7,53473990.92,0.01,18.14,7.43,1142716,770689.0,347772.0,16243.5,409.31930079063244
2020-11-18 00:00:00,0.11762500000000002,17775.4,75996631.32,0.03,22.18,7.43,1197076,807705.0,362007.0,16777.166666666668,857.7201311226415
2020-11-19 00:00:00,0.08675,17805.7,38367040.46,0.02,18.14,7.43,1052034,717377.0,311061.0,17384.300000000003,584.979238947573
2020-11-20 00:00:00,-0.6597,18659.4,40325078.23,0.043333333333333335,19.15,7.43,1177776,772326.0,348026.0,17748.933333333334,73.65706573709815
2020-11-21 00:00:00,0.11762500000000002,18702.2,38567436.63,0.02,18.14,8.67,1007240,663959.0,311189.0,18080.166666666668,501.859505572012
2020-11-22 00:00:00,0.11762500000000002,18416.9,43504186.84,0.07666666666666666,11.16,8.05,875364,587237.0,271125.0,18389.100000000002,505.6922285339539
2020-11-23 00:00:00,0.11762500000000002,18370.6,43071729.58,0.08333333333333333,11.86,8.05,1014814,671932.0,297840.0,18592.833333333332,153.85825727909457
2020-11-24 00:00:00,0.11762500000000002,19153.2,64022858.33,0.07333333333333333,16.04,10.36,1052398,756417.0,333293.0,18496.566666666666,179.58207965430466
2020-11-25 00:00:00,0.11762500000000002,18723.3,48673730.69,0.06666666666666667,14.65,9.2,1127776,812699.0,361990.0,18646.9,439.0793664015934
2020-11-26 00:00:00,0.11762500000000002,17148.5,96668242.79,0.043333333333333335,16.74,9.2,1115848,736612.0,323975.0,18749.033333333336,391.9341058557594
2020-11-27 00:00:00,0.11762500000000002,17139.2,46106480.78,0.016666666666666666,11.86,6.9,1099990,719237.0,322445.0,18341.666666666668,1055.4328606467452
2020-11-28 00:00:00,0.0,17716.8,32079169.72,0.01,9.77,6.9,1038684,644206.0,293949.0,17670.333333333332,911.9077383885954
2020-11-29 00:00:00,0.11762500000000002,18180.4,29506481.48,0.01,9.72,6.82,875712,589008.0,263573.0,17334.833333333332,330.825517959273
2020-11-30 00:00:00,0.11762500000000002,19693.9,69277740.22,0.01,13.89,7.95,903580,623554.0,256551.0,17678.8,521.6391089629602
2020-12-01 00:00:00,0.2732,18770.5,68126598.18,0.04,13.89,7.95,1179012,841581.0,378068.0,18530.36666666667,1033.967409221857
2020-12-02 00:00:00,0.13369285714285714,19206.0,48748096.71,0.01,11.11,6.82,1015318,756978.0,327019.0,18881.600000000002,762.8420347618526
2020-12-03 00:00:00,0.13369285714285714,19423.8,31489486.29,0.01,10.41,6.82,1165469,777633.0,346921.0,19223.46666666667,461.94772792267025
2020-12-04 00:00:00,0.13369285714285714,18654.6,34138071.04,0.016666666666666666,10.41,6.82,1070208,729984.0,318894.0,19133.43333333333,332.6404415174458
2020-12-05 00:00:00,0.13369285714285714,19147.0,17325178.56,0.01,9.03,6.82,1077064,642981.0,282599.0,19094.8,396.47350478889723
2020-12-06 00:00:00,0.13369285714285714,19362.6,21261532.66,0.01,7.56,6.2,906549,582059.0,258624.0,19075.13333333333,389.60335385225596
2020-12-07 00:00:00,0.13369285714285714,19168.9,19534653.71,0.01,8.19,6.2,1017188,673269.0,300906.0,19054.733333333334,362.90612192814785
