Time,Favorites,Retweets,Compound,Negative,Positive,Neutral,Open,High,Low,Volume,Funding Rate 0000,Funding Rate 0800,Funding Rate 1600,Bitcoin_SVI,Cryptocurrency_SVI,No. of Active Addresses,No. of Unique Addresses,Transactions
20210825.0,3277.4075757575756,582.5255208333333,0.3216595975378788,0.03611169507575758,0.14088972537878788,0.8229985795454545,47662.5,49250.0,47130.0,238867868.0,0.04,0.02,0.01,12.43,24.16,867743.0,636566.0,263009.0
20201226.0,487.42857142857144,56.57142857142857,0.13369285714285714,0.058571428571428566,0.11014285714285714,0.8312857142857143,24709.9,26869.3,24502.7,71245479.44,0.03,0.01,0.02,16.04,8.67,957062.0,627843.0,273954.0
20200514.0,13.0,14.0,0.0,0.0,0.0,1.0,9307.9,9931.8,9257.6,51588162.79,0.01,0.01,0.01,7.21,3.75,880861.0,593862.0,268750.0
20210201.0,74.4,21.4,0.07072000000000003,0.0638,0.07880000000000001,0.8573999999999999,33100.7,34693.8,32300.0,122663289.5,0.04,0.01,0.04,15.27,19.88,999221.0,724841.0,280863.0
20200927.0,63.5,17.0,0.12111666666666666,0.0,0.035,0.965,10728.9,10798.7,10589.4,12675761.19,0.01,0.01,0.01,3.96,4.34,784428.0,538619.0,259382.0
20200926.0,63.5,17.0,0.12111666666666666,0.0,0.035,0.965,10688.2,10823.0,10646.9,14666559.62,0.01,0.01,0.01,4.12,4.15,952990.0,591249.0,276162.0
20201212.0,487.42857142857144,56.57142857142857,0.13369285714285714,0.058571428571428566,0.11014285714285714,0.8312857142857143,18035.9,18942.1,18020.9,17923733.3,0.01,0.01,0.0,6.93,6.2,962538.0,654893.0,295410.0
20220103.0,904.5,113.5,0.36845000000000006,0.0,0.14,0.8600000000000001,47291.7,47577.0,45700.0,326687252.8,0.01,0.01,0.01,13.98,34.09,948843.0,630932.0,234793.0
20200522.0,283.2857142857143,49.142857142857146,0.002414285714285716,0.027857142857142858,0.05742857142857143,0.9145714285714286,9066.4,9271.5,8935.5,23049114.42,0.01,-0.01,0.0,5.76,3.71,797526.0,591400.0,278784.0
20201017.0,300.0,50.0,0.4052666666666667,0.0,0.146,0.8540000000000001,11317.9,11402.8,11259.7,7530971.688,0.01,0.01,0.01,3.94,3.55,851147.0,586741.0,275069.0
