Compound_lag_1,Close_lag_1,Volume_lag_1,FundingRate_lag_1,Bitcoin_SVI_lag_1,Cryptocurrency_SVI_lag_1,No. of Active Addresses_lag_1,No. of Unique Addresses_lag_1,Transactions_lag_1,Compound_lag_2,Close_lag_2,Volume_lag_2,FundingRate_lag_2,Bitcoin_SVI_lag_2,Cryptocurrency_SVI_lag_2,No. of Active Addresses_lag_2,No. of Unique Addresses_lag_2,Transactions_lag_2,Compound_lag_3,Close_lag_3,Volume_lag_3,FundingRate_lag_3,Bitcoin_SVI_lag_3,Cryptocurrency_SVI_lag_3,No. of Active Addresses_lag_3,No. of Unique Addresses_lag_3,Transactions_lag_3,Compound_lag_4,Close_lag_4,Volume_lag_4,FundingRate_lag_4,Bitcoin_SVI_lag_4,Cryptocurrency_SVI_lag_4,No. of Active Addresses_lag_4,No. of Unique Addresses_lag_4,Transactions_lag_4,Compound_lag_5,Close_lag_5,Volume_lag_5,FundingRate_lag_5,Bitcoin_SVI_lag_5,Cryptocurrency_SVI_lag_5,No. of Active Addresses_lag_5,No. of Unique Addresses_lag_5,Transactions_lag_5
-0.7950029535680294,0.9947863619094456,2.693792890262994,-0.9105367863063227,0.30621419372398045,0.7192030592761854,-0.3288293253595029,-0.16651058210742486,-1.4374471893948118,-0.7226787583712025,0.949963114732355,2.808174932207612,-0.9109280102441659,0.3792158903270974,0.642497324638003,-0.5259808426462868,-0.24997117303150757,-1.6180278478719152,-0.7510498423617848,0.8896526237401009,3.2483528962702977,-0.9872641445748315,0.5924015446745728,0.5741685349096539,-0.6619260924502864,-0.33907478131191954,-1.7860851244878375,-0.8617098450755728,0.8319429028818345,2.8508658981153365,-0.9104622723971593,0.562292166891774,0.5210807602692368,-0.8147691090172102,-0.4919264680601322,-1.9052553167845834,-0.7780413650537035,0.8441897389729782,2.7869014506436787,-1.0221324444040527,0.6747806306412231,0.5625231151706098,-0.6567944187288084,-0.3602337148095419,-1.6213639811097693
