Compound_lag_1,Close_lag_1,Volume_lag_1,FundingRate_lag_1,Bitcoin_SVI_lag_1,Cryptocurrency_SVI_lag_1,No. of Active Addresses_lag_1,No. of Unique Addresses_lag_1,Transactions_lag_1,Compound_lag_2,Close_lag_2,Volume_lag_2,FundingRate_lag_2,Bitcoin_SVI_lag_2,Cryptocurrency_SVI_lag_2,No. of Active Addresses_lag_2,No. of Unique Addresses_lag_2,Transactions_lag_2,Compound_lag_3,Close_lag_3,Volume_lag_3,FundingRate_lag_3,Bitcoin_SVI_lag_3,Cryptocurrency_SVI_lag_3,No. of Active Addresses_lag_3,No. of Unique Addresses_lag_3,Transactions_lag_3,Compound_lag_4,Close_lag_4,Volume_lag_4,FundingRate_lag_4,Bitcoin_SVI_lag_4,Cryptocurrency_SVI_lag_4,No. of Active Addresses_lag_4,No. of Unique Addresses_lag_4,Transactions_lag_4,Compound_lag_5,Close_lag_5,Volume_lag_5,FundingRate_lag_5,Bitcoin_SVI_lag_5,Cryptocurrency_SVI_lag_5,No. of Active Addresses_lag_5,No. of Unique Addresses_lag_5,Transactions_lag_5
0.534942886166221,0.6271839770790019,0.6374701485606975,0.30237580993520546,0.1962340089118873,0.2506247307195174,0.4643646714374524,0.46944602641866223,0.28855978838022056,0.5423833882704148,0.6112682430524128,0.6519067171174981,0.30237580993520535,0.20485841598390114,0.23595433003015942,0.42488987316185123,0.45316944694795697,0.2612220269931069,0.5394067443041648,0.5904865607954294,0.7266844049037438,0.28077753779697645,0.2329164869915193,0.22320120637656182,0.3978141173389543,0.4361069795473771,0.23564325848120324,0.5283543882289529,0.5703024033700944,0.652889787866117,0.3023758099352054,0.22765559867759086,0.21294700560103408,0.36698343361814817,0.4066911058644858,0.21667953891602787,0.5369568278987693,0.5720817070971386,0.6326064428264461,0.26997840172786197,0.23921230415408937,0.216803102111159,0.39695217221612705,0.43021982376500023,0.26408256260740276
