Time,Open,Close,High,Low,Volume
2021-08-10,46263.7,45581.3,46707.6,44632,300838105
2021-08-09,43792.5,46269,46457,42780,353748144.7
2021-08-08,44574.9,43792.8,45317.9,43265.5,369925437.3
2021-08-07,42839.5,44574.4,44707.3,42411,365418851.2
2021-08-06,40864.5,42839.6,43376.7,39856.1,357276690.5
2021-08-05,39725.3,40864.4,41350,37304.2,429871959.3
2021-08-04,38201.6,39719.8,39959.4,37500,314458638.2
2021-08-03,39147.8,38201.7,39774,37653.6,356802445
2021-08-02,39852.1,39147.8,40468.6,38689,283806454.7
2021-08-01,41464,39852.1,42581.7,39390.1,281739326.8
2021-07-31,42202.9,41464,42423.4,41026.4,245815752.1
2021-07-30,40022.4,42217.2,42308.9,38320,305134414.3
2021-07-29,40016.1,40022.4,40648.9,39255,292111567.1
2021-07-28,39465.6,40015.5,40893,38746.8,399785544.5
2021-07-27,37242,39465.5,39554,36345,214670342.3
2021-07-26,35385.1,37242.9,40569.7,35208,537795117.3
2021-07-25,34256.7,35388.4,35400,33848.3,141970016.8
2021-07-24,33634.7,34256.7,34494.6,33399.9,127958831.1
2021-07-23,32289.8,33634.7,33640,31964,105752206.3
2021-07-22,32144.1,32289.7,32600,31717,101199710.7
2021-07-21,29783.6,32144,32844.8,29481.8,217802130.2
2021-07-20,30833.4,29782.5,31056.4,29272,167764490.4
2021-07-19,31778.2,30833.3,31893,30400,103744972.3
2021-07-18,31520.2,31778.1,32447,31112,105548271.8
2021-07-17,31383.4,31520.2,31950.9,31173.6,89815389.13
2021-07-16,31877.8,31389.1,32246.9,31026,105188036.5
2021-07-15,32819.3,31868.5,33184,31150,133583939.9
2021-07-14,32725.2,32819.3,33170,31575.4,141937548.6
2021-07-13,33089,32725.2,33341,32195,118153057.6
2021-07-12,34263.5,33089.4,34702.9,32630.4,138177733.4
2021-07-11,33510,34263.5,34611.3,33318.5,97552330.49
2021-07-10,33815.5,33510,34260.9,33037,109503559.5
2021-07-09,32872.8,33816.4,34100,32265,112577830.2
2021-07-08,33862.7,32875.7,33922.7,32085.5,145653465.5
2021-07-07,34227.1,33862.8,35057.3,33777.2,131551764
2021-07-06,33683.7,34228.5,35100,33510,151140327.8
2021-07-05,35279.8,33683.7,35283.7,33130.7,138884272.9
2021-07-04,34675.2,35273.7,35966.8,34349.9,103698865.6
2021-07-03,33791.5,34675.2,34942.6,33324,112243766.7
2021-07-02,33500,33791.4,33988.2,32700.8,160305767.2
2021-07-01,35045.4,33500.1,35056.5,32711,197113094.5
2021-06-30,35906.6,35045.4,36099.6,34022.7,200265522
2021-06-29,34490.8,35908.9,36595.2,34234.4,220229621.6
2021-06-28,34703.8,34490.7,35291.5,33857.4,222031983.5
2021-06-27,32283.7,34704.4,34752.4,32001.2,205535768.1
2021-06-26,31588.1,32283.7,32720.9,30153,257996506.2
2021-06-25,34658,31588.1,35499.9,31276.1,286526052.1
2021-06-24,33676.1,34657.9,35301.4,32306.2,213058141.8
2021-06-23,32505,33675,34839.8,31709,329515574.3
2021-06-22,31614,32505.1,33290.2,28801.8,456701075.8
2021-06-21,35603.2,31614.1,35742.5,31251.6,447895035.2
2021-06-20,35479.6,35600.5,36191.3,33335,247106949.7
2021-06-19,35822.9,35478.5,36492.7,34811,200080223.6
2021-06-18,38094.7,35823,38194.5,35117.3,265798131.1
2021-06-17,38356,38091.2,39571.9,37366.3,300356565.4
2021-06-16,40154.6,38347.2,40496.1,38105.2,313057464
2021-06-15,40543.1,40156.7,41355.3,39525,300509566.4
2021-06-14,39015.3,40543,41029,38737.2,390847958.3
2021-06-13,35553.3,39018.7,39375,34761.7,291833418.8
2021-06-12,37332.6,35573.4,37453.7,34625.5,219888857.2
2021-06-11,36673,37337.6,37680.4,35926.2,209651638.4
2021-06-10,37386.3,36673,38451.5,35800,294611922.5
2021-06-09,33379.8,37377,37534.7,32393.9,343432220.2
2021-06-08,33560,33379.8,34061.3,31000,358886482.9
2021-06-07,35798,33560,36800,33301.3,238469255.1
2021-06-06,35514.6,35798.1,36465.9,35230.4,186157287
2021-06-05,36829.3,35514.6,37962.4,34800,265851704.3
2021-06-04,39249.9,36829.3,39285.7,35555.8,303419310
2021-06-03,37589,39249.9,39474.5,37176.2,230828970.6
2021-06-02,36694.6,37589,38230.7,35926.8,225880526.9
2021-06-01,37257.6,36689.4,37898.9,35698.1,280928353.8
2021-05-31,35644.5,37257.6,37500,34127.8,299164717
2021-05-30,34605.6,35644.4,36496.4,33393.1,269410832.4
2021-05-29,35661.3,34600.2,37337.8,33621,431403491.3
2021-05-28,38529.4,35661.2,38875,34683,419888900.7
2021-05-27,39241.3,38527.7,40399,37134.7,328474370.6
2021-05-26,38320.9,39241.4,40831.3,37803.6,361841801
2021-05-25,38803.2,38320.9,39793.6,36444.6,361761310.1
2021-05-24,34687.8,38809.9,39920,34370.3,386404645.8
2021-05-23,37446.3,34676.9,38271.7,31088,500827223.2
2021-05-22,37252.7,37453.8,38837.7,35210,380977242.3
2021-05-21,40522.7,37257,42238.2,33433.3,509140291.3
2021-05-20,36670.8,40530.5,42398.4,34875.4,508622726.6
2021-05-19,42850.7,36664.7,43571,29000,836064780.5
2021-05-18,43531.1,42847.8,45784.2,42267.2,419737500.8
2021-05-17,46426.1,43538.7,46617,42112.5,516079876.2
2021-05-16,46775.5,46427.4,49785.8,43877.8,442072367.4
2021-05-15,49848.4,46775.4,50660.8,46556.7,379327493.4
2021-05-14,49675.4,49848.5,51465,48813,273449532.7
2021-05-13,49627.6,49675.4,51360.8,45800,497271871
2021-05-12,56678.4,49661.9,57990,48352.8,522673294.3
2021-05-11,55813.2,56678.3,56856,54428.1,382931091.5
2021-05-10,58250.3,55813.2,59499.9,52538,466857350.5
2021-05-09,58863.1,58250.2,59208.9,56227.1,337488136
2021-05-08,57307.2,58863.1,59491,56910.4,343485003.6
2021-05-07,56397.7,57307.3,58643.2,55244.6,372658922
2021-05-06,57431.5,56397.6,58362.4,55242,365133897.8
2021-05-05,53196.3,57431.5,57979.7,52888,344232265.4
2021-05-04,57159.7,53196.3,57188.2,53083.3,390469293.4
2021-05-03,56568.5,57159.7,58977.9,56451.3,276554749.5
2021-05-02,57794.7,56568.5,57903.7,56044.3,199206958.1
2021-05-01,57697.3,57794.7,58471.4,57006.3,210179438.2
2021-04-30,53558.5,57697.3,57936.4,53042.6,277531927.9
2021-04-29,54833.1,53558.4,55181.2,52340.1,234153663.4
2021-04-28,55014.2,54833.2,56399.1,53808.3,262912695.6
2021-04-27,53997.1,55014.3,55439,53240.8,237020455.9
2021-04-26,49069,54000.2,54336.4,48775.8,353727728.3
2021-04-25,50041.5,49086.9,50554.6,46966.2,237153315.2
2021-04-24,51109.8,50033,51157.9,48676.5,241336360.9
2021-04-23,51691.2,51102.7,52112.1,47502.1,441295812.6
2021-04-22,53793.5,51696.4,55474.7,50400,475394174.2
2021-04-21,56426.1,53793.6,56761.7,53602,345339357.8
2021-04-20,55618.7,56427.8,57061.6,53328,480164200.6
2021-04-19,56152.7,55618.8,57583.4,54205.2,432634348.9
2021-04-18,59995.3,56150.6,60409.5,49001,637797282.4
2021-04-17,61342.7,59995.2,62497.8,59599.6,328364887.7
2021-04-16,63152.6,61342.6,63509.7,59930.8,510423835.7
2021-04-15,62954.4,63152.6,63772.1,62023.9,296178401.8
2021-04-14,63578.7,62958.7,64840,61000,487298143.9
2021-04-13,59863.4,63578.7,63759.7,59815,430518557.6
2021-04-12,60007.6,59863.4,61270.7,59417.4,277430208.7
2021-04-11,59770.2,60007.6,60687.4,59247.6,233158562.8
2021-04-10,58138.2,59770.2,61350,57902.1,332014577.5
2021-04-09,58076.7,58131.6,58900,57666.9,204849717.1
2021-04-08,55958.2,58076.7,58141,55700.6,181817013.5
2021-04-07,57988.3,55958.2,58668.6,55439,299996660.4
2021-04-06,59116.2,57988.3,59497.5,57304.8,173169186.8
2021-04-05,58201.4,59116.2,59254.1,56501,174821106.7
2021-04-04,57052.5,58201.4,58481.2,56432.6,119228330.2
2021-04-03,58963.6,57058.3,59795,56721.2,147434403.1
2021-04-02,58735.7,58963.6,60179.1,58460.7,151446539.6
2021-04-01,58745.5,58735.7,59487.1,57879,186078130.9
2021-03-31,58753.2,58745.9,59800,56357.5,288469053.1
2021-03-30,57630.8,58754.6,59351.9,57072.8,208118726.1
2021-03-29,55772.8,57628.9,58400.5,54926.5,251384747.3
2021-03-28,55820.3,55772.9,56541,54666.6,176119911.2
2021-03-27,55031.9,55820.4,56628.6,53967.5,200758048.8
2021-03-26,51301.7,55032,55062.5,51225.3,245299757.5
2021-03-25,52307.1,51301.7,53239.1,50455,375950351.6
2021-03-24,54348.4,52307.4,57200,51499.6,351202326.2
2021-03-23,54086.8,54348.4,55823.1,52986.3,239135883.5
2021-03-22,57345.3,54096.1,58415.5,53667,237141977
2021-03-21,58113.5,57350.2,58591.6,55501,186845535.5
2021-03-20,58024.3,58113.5,59874.6,57825.6,161565114.2
2021-03-19,57648.9,58024.2,59450.1,56071,217005823.7
2021-03-18,58882.9,57648.9,60107.7,57000,297279816.5
2021-03-17,56880.3,58875.8,58951.8,54147.5,328135601.6
2021-03-16,55607.1,56880.3,56918.9,53240.3,409052587.5
2021-03-15,59000,55607.1,60632.9,54525.6,338468393.2
2021-03-14,61174.3,59000,61700,59000,186155667.7
2021-03-13,57220.7,61180.9,61815.3,56059.3,259602986.9
2021-03-12,57781,57238.5,58057.5,55013.7,228810606.1
2021-03-11,55863.7,57781.1,58150,54238,191915265
2021-03-10,54867.5,55865.5,57364,52911.4,224565244.8
2021-03-09,52376.9,54867.6,54867.6,51833.8,165487483.1
2021-03-08,50956.6,52377,52387.5,49287.5,137751640.2
2021-03-07,48885,50930.4,51424.7,48885,122962479.8
2021-03-06,48746.9,48871.9,49255.1,47001,94201823.81
2021-03-05,48374.5,48758.9,49450,46189.8,176318969.5
2021-03-04,50347.6,48374.5,51762.1,47505.7,178873453.3
2021-03-03,48440.6,50345.5,52623.9,48100,160801620.8
2021-03-02,49590.3,48441.2,50201.6,47052.8,142575425.5
2021-03-01,45136.5,49590.3,49771.3,44958.9,169389196.8
2021-02-28,46111.3,45141.6,46626.1,43004.3,175990962.5
2021-02-27,46290.2,46114.4,48381.9,44836.5,134946360
2021-02-26,47082,46289.6,48408.8,44135,247604118.9
2021-02-25,49676.5,47082.7,52019.6,46624.4,184044004.4
2021-02-24,48902.9,49685.2,51361.9,47003.2,239303706.8
2021-02-23,54085.9,48908.3,54174.2,44900,389277314.4
2021-02-22,57420.6,54096.6,57517.8,44160,330513978.5
2021-02-21,55851.4,57423,58336.3,55489.6,143658132.7
2021-02-20,55893.6,55851.5,57622.6,53463.3,190744601.4
2021-02-19,51561.1,55890.5,56317.7,50727,200656740.9
2021-02-18,52114.3,51568.9,52522.9,50906.4,113272339.2
2021-02-17,49147.7,52118.1,52609.6,48931.1,170893567.5
2021-02-16,47913.1,49147.7,50619.3,47023.9,176084748.8
2021-02-15,48587.2,47904.4,49003.6,42841.6,188990056.3
2021-02-14,47152.5,48591.9,49686.9,47026.3,163299915.8
2021-02-13,47305.4,47152.6,48120.5,46225.5,129227867.9
2021-02-12,47963.1,47310.7,48958.8,46181.2,159561721.4
2021-02-11,44806.1,47941.5,48647.6,44005.8,188171652
2021-02-10,46430,44812.2,47300,43687.5,198189685.6
2021-02-09,46374.6,46434.8,48139.3,44961,201891604
2021-02-08,38807.6,46373.5,46767.9,38010,212132648.4
2021-02-07,39195.4,38807.6,39623.6,37341.4,91972455.83
2021-02-06,38294.4,39195.5,40964.2,38217.5,153897343.5
2021-02-05,36936.4,38294.4,38300,36575.7,86197126.87
2021-02-04,37612.1,36948.5,38700,36155.4,134562940.5
2021-02-03,35480.2,37618.7,37651,35377.6,100220161.7
2021-02-02,33523,35481.7,35974.7,33411.4,101693604.8
2021-02-01,33100.7,33522.5,34693.8,32300,122663289.5
2021-01-31,34274.3,33100.8,34338.8,32120.9,80796973.18
2021-01-30,34240.7,34273.2,34914.9,32810,115776990.2
2021-01-29,33351.6,34240.3,38527.2,31924.6,336548477.6
2021-01-28,30353.9,33353.1,33761.2,29847.5,108315018.9
2021-01-27,32475.3,30343.9,32546.9,29254.1,137625687.3
2021-01-26,32253.6,32477.4,32911,30824.1,120848195.2
2021-01-25,32255.2,32268.8,34853.3,31677.6,106674513.2
2021-01-24,32073.6,32255.3,33068.2,30920.4,70624286.22
2021-01-23,32951.6,32075.4,33444.9,31398,92884159.6
2021-01-22,30860.8,32958.6,33814.4,28856,197989414.1
2021-01-21,35469.6,30860.8,35597.5,30064.7,224524544.1
2021-01-20,35899.3,35474.7,36404.4,33396.2,110343206.3
2021-01-19,36630.2,35899.3,37859.3,35866.8,96234699.47
2021-01-18,35824.4,36620.7,37481.7,34783.1,108121789.6
2021-01-17,35992.7,35836.2,36843.6,33804.9,122372685.9
2021-01-16,36745.1,35992.7,37934.9,35378,145880725.1
2021-01-15,39150.6,36748.2,39760,34364.1,177373458.9
2021-01-14,37364.5,39150.6,40099.9,36747.1,154324088.5
2021-01-13,34050,37388.3,37823,32361.8,211439082.7
2021-01-12,35395,34063.5,36632.8,32542.9,240358993.7
2021-01-11,38160.7,35392.3,38255.9,30425.1,525506119.2
2021-01-10,40096.6,38160.7,41330.9,34329,207867270.4
2021-01-09,40578.8,40096.6,41400,38734.2,137081709.5
2021-01-08,39439.5,40574.7,41948.3,36232,278784126.7
2021-01-07,36750.5,39439.5,40350,35700,245318722.3
2021-01-06,33946.6,36750.6,36933.6,33310.9,192433638.9
2021-01-05,31993.1,33938.6,34371,29806.1,167853552.8
2021-01-04,33005.9,31993,33600.2,27500,232014964.4
2021-01-03,32181.3,33000.4,34766,31500,190060494.2
2021-01-02,29333.2,32185.4,33286.8,28949.2,162634217.2
2021-01-01,28924.9,29333.2,29607.1,28633,48825289.88
2020-12-31,28868.2,28920.5,29333.1,27891.4,73593306.67
2020-12-30,27385.3,28868.1,28993.4,27300,87153870.38
2020-12-29,27075.5,27383.3,27405,25892.9,66288159.24
2020-12-28,26279.8,27075.6,27495.8,26104.4,59942921.59
2020-12-27,26487.5,26282.5,28418.2,25700,133104656.2
2020-12-26,24709.9,26486.9,26869.3,24502.7,71245479.44
2020-12-25,23728.9,24706.7,24783.7,23429.5,53166907.88
2020-12-24,23232.5,23729.6,23797.3,22705.7,41445144.97
2020-12-23,23813.1,23230.7,24125,22615.8,71427924.74
2020-12-22,22725.5,23813.1,23831.7,22371.7,50652136.19
2020-12-21,23469.5,22717.5,24103.4,21576.9,70516151.94
2020-12-20,23827.1,23469.5,24297.7,23085,39862615.54
2020-12-19,23113,23828,24166.8,22737.2,46540822.44
2020-12-18,22799.8,23110.8,23279,22348,39316497.41
2020-12-17,21340.8,22805.7,23842.1,21235,120800028.3
2020-12-16,19425.5,21340.8,21550,19283.7,54998465.17
2020-12-15,19271.1,19425.4,19568.3,19050,22644928.49
2020-12-14,19176.1,19271.1,19348.2,19002.2,15916667.89
2020-12-13,18809.8,19176.1,19411,18715,24652286.65
2020-12-12,18035.9,18806.8,18942.1,18020.9,17923733.3
2020-12-11,18251.4,18027,18288.9,17584.2,33048546.82
2020-12-10,18540,18251.2,18552.2,17913.4,22921047.22
