Favorites,Retweets,Compound,Bitcoin_SVI,Volume,Funding Rate 1600,No. of Unique Addresses,Time,Transactions,Funding Rate 0800,No. of Active Addresses,Funding Rate 0000,Close,Cryptocurrency_SVI
-0.4316637854490679,-0.28200876867602376,-0.23162466765726047,-0.5304753434360255,27716900.34,0.0,598670.0,20200407.0,312770.0,-0.01,938358.0,-0.01,7197.9,5.1
-0.4316637854490679,-0.28200876867602376,-0.23162466765726047,-0.629422505013782,19711882.23,0.01,554336.0,20200408.0,286563.0,0.0,760207.0,0.0,7359.7,4.99
-0.4316637854490679,-0.28200876867602376,-0.23162466765726047,-0.6684016898777467,15121575.88,-0.01,544185.0,20200409.0,286706.0,0.01,730620.0,0.01,7284.9,5.1
-0.4316637854490679,-0.28200876867602376,-0.23162466765726047,-0.6094331794425181,21393432.02,0.01,550585.0,20200410.0,288585.0,-0.01,735297.0,-0.01,6859.0,5.1
-0.4316637854490679,-0.28200876867602376,-0.23162466765726047,-0.6484123643064827,10559929.94,0.01,474445.0,20200411.0,247852.0,0.01,634944.0,0.01,6878.1,4.88
-0.4316637854490679,-0.28200876867602376,-0.23162466765726047,-0.7833403119125145,13484818.02,0.01,437242.0,20200412.0,228529.0,0.01,618062.0,0.01,6901.6,3.72
-0.4316637854490679,-0.28200876867602376,-0.23162466765726047,-0.6963867456775162,17006426.21,-0.02,549230.0,20200413.0,288113.0,0.01,764583.0,0.01,6838.1,3.8
-0.4316637854490679,-0.28200876867602376,-0.23162466765726047,-0.7313680654272282,10645655.59,0.01,583665.0,20200414.0,299391.0,0.0,843493.0,0.0,6869.5,3.54
-0.4316637854490679,-0.28200876867602376,-0.23162466765726047,-0.7663493851769402,12014013.68,0.0,612959.0,20200415.0,310253.0,-0.01,926278.0,-0.02,6621.9,3.63
-0.4285216476024638,-0.28991063276107737,-1.2454146923994436,-0.6963867456775162,18215756.03,-0.05,635870.0,20200416.0,322903.0,-0.01,880665.0,0.0,7101.0,3.89
-0.4316637854490679,-0.28200876867602376,-0.23162466765726047,-0.7483589921628025,10388113.34,0.0,579437.0,20200417.0,284222.0,0.01,844316.0,0.01,7026.3,3.72
-0.4316637854490679,-0.28200876867602376,-0.23162466765726047,-0.8003312386480889,9213043.586,-0.02,562996.0,20200418.0,289134.0,0.0,847811.0,-0.01,7248.8,3.72
-0.4316637854490679,-0.28200876867602376,-0.23162466765726047,-0.7833403119125145,8994522.022,-0.01,485888.0,20200419.0,251984.0,-0.02,718815.0,-0.02,7120.7,4.34
-0.4316637854490679,-0.28200876867602376,-0.23162466765726047,-0.7483589921628025,16732007.28,0.0,619559.0,20200420.0,310810.0,0.0,842251.0,0.01,6828.6,3.97
-0.4316637854490679,-0.28200876867602376,-0.23162466765726047,-0.7663493851769402,11010857.51,-0.01,610555.0,20200421.0,310851.0,-0.01,818062.0,-0.01,6843.1,4.06
-0.6574015833761513,-0.5568180418562231,0.2818097643313537,-0.7833403119125145,9629088.905,-0.01,574265.0,20200422.0,278755.0,0.0,762361.0,0.01,7125.5,4.15
-0.4316637854490679,-0.28200876867602376,-0.23162466765726047,-0.6963867456775162,22605348.53,-0.02,666919.0,20200423.0,329045.0,-0.02,935989.0,-0.03,7484.0,4.34
-0.4316637854490679,-0.28200876867602376,-0.23162466765726047,-0.6783963526633787,11999199.49,0.01,641059.0,20200424.0,320055.0,0.01,893187.0,0.01,7503.9,4.34
-0.4316637854490679,-0.28200876867602376,-0.23162466765726047,-0.7313680654272282,14117424.76,0.01,554934.0,20200425.0,280805.0,0.01,813456.0,0.01,7543.0,4.89
-0.4316637854490679,-0.28200876867602376,-0.23162466765726047,-0.639417167799414,12668979.13,0.01,499998.0,20200426.0,252833.0,0.01,724250.0,0.01,7692.8,4.34
-0.4316637854490679,-0.28200876867602376,-0.23162466765726047,-0.5994385166568862,14390225.64,0.01,629817.0,20200427.0,311217.0,0.01,876229.0,0.01,7771.8,4.25
-0.4316637854490679,-0.28200876867602376,-0.23162466765726047,-0.6194278422281501,10808620.91,0.01,644967.0,20200428.0,323475.0,0.01,926669.0,0.01,7740.3,4.25
-0.4316637854490679,-0.28200876867602376,-0.23162466765726047,-0.23963065637413508,52463607.01,0.01,679872.0,20200429.0,331401.0,0.01,911617.0,0.01,8777.6,5.05
-0.0481575924872318,-0.08270619675300377,-1.2454146923994436,-0.0397374006614956,76967745.02,0.1,687395.0,20200430.0,321972.0,0.01,947585.0,0.01,8624.3,5.22
-0.518297014648295,-0.44744620880595665,-1.2338271493812385,-0.3795559353729826,33480421.3,0.02,680654.0,20200501.0,340574.0,0.02,955523.0,0.01,8826.3,4.78
-0.518297014648295,-0.44744620880595665,-1.2338271493812385,-0.4395239120867746,19676652.98,0.01,578296.0,20200502.0,286773.0,0.01,970554.0,0.01,8971.1,4.69
-0.518297014648295,-0.44744620880595665,-1.2338271493812385,-0.5314748097145887,33103252.73,0.02,553075.0,20200503.0,281752.0,0.01,909805.0,0.01,8892.1,4.96
-0.518297014648295,-0.44744620880595665,-1.2338271493812385,-0.5854459887570014,30837060.4,0.01,651350.0,20200504.0,326098.0,0.01,889636.0,0.02,8870.5,4.41
-0.518297014648295,-0.44744620880595665,-1.2338271493812385,-0.5674555957428639,23221444.54,0.01,652289.0,20200505.0,329075.0,0.01,970464.0,0.01,9021.1,4.59
-0.518297014648295,-0.44744620880595665,-1.2338271493812385,-0.477503630672176,37722727.89,0.01,671519.0,20200506.0,333395.0,0.01,972369.0,0.01,9145.9,4.77
-0.518297014648295,-0.44744620880595665,-1.2338271493812385,-0.26161891450252533,51022081.06,0.01,696092.0,20200507.0,341986.0,0.01,1020443.0,0.04,9983.5,5.23
-0.518297014648295,-0.44744620880595665,-1.2338271493812385,-0.15367655641769998,34125127.5,0.03,670883.0,20200508.0,323625.0,0.02,949216.0,0.01,9797.8,5.69
-0.6825386861489839,-0.613009075349938,-1.2454146923994436,-0.29759970053080054,30867221.5,0.08,631542.0,20200509.0,312399.0,0.04,906900.0,0.05,9538.2,5.51
-0.518297014648295,-0.44744620880595665,-1.2338271493812385,-0.42353245162976344,69392679.98,0.01,571802.0,20200510.0,286789.0,0.04,869262.0,0.06,8725.6,4.96
-0.6488020482170243,-0.6094971357565808,-1.2454146923994436,-0.2216402633599974,90198703.45,0.01,645065.0,20200511.0,305839.0,0.01,999192.0,0.01,8560.9,4.04
